look_record,431.134497166,441.790977001,441.805379152,446.89883709,449.374377966,464.464079142,466.330572128,472.95697403,474.641284943,479.479501963,481.575634003,495.00920701,498.08537817,516.118559122,518.625231028,522.542087078,527.434580088,535.235952139,543.20700407,546.074821949,551.599054098,551.601083994,558.100620985,567.801712036,567.862151146,568.467767954,575.751083136,578.779803991,579.260565042,580.232840061,589.888803959,598.003708124,603.381304026,607.428679943,608.097489119,611.202790022,615.67612505,621.135014057,627.312886953,628.861703157,629.942495108,636.941931963,642.911749125,646.915158987,651.006155014,656.227725029
stimuli_record,0.baby.varset.kosifamapju.mov;427.635700941,0.baby.varset.kosifamapju.mov;430.456827164,1.baby.varset.kosizupaguklozi.mov;430.456845999,1.baby.varset.kosizupaguklozi.mov;433.226820946,2.baby.varset.kosiperapju.mov;433.226840973,2.baby.varset.kosiperapju.mov;435.825529099,3.baby.varset.kosizupaguklozi.mov;435.825549126,3.baby.varset.kosizupaguklozi.mov;439.115241051,4.baby.varset.daperaprati.mov;439.115260124,4.baby.varset.daperaprati.mov;441.696130037,5.baby.varset.kosifamapju.mov;441.696254015,5.baby.varset.kosifamapju.mov;444.293133974,6.baby.varset.dazupaprati.mov;444.293157101,6.baby.varset.dazupaprati.mov;446.873474121,7.baby.varset.spinozekadroguklozi.mov;446.873491049,7.baby.varset.spinozekadroguklozi.mov;450.648194075,8.baby.varset.kosifamaprati.mov;450.648220062,8.baby.varset.kosifamaprati.mov;453.571577072,9.baby.varset.spinozeperapju.mov;453.571608067,9.baby.varset.spinozeperapju.mov;456.4363451,10.baby.varset.dakadroprati.mov;456.436378002,10.baby.varset.dakadroprati.mov;459.127048016,11.baby.varset.kosiperapju.mov;459.127093077,11.baby.varset.kosiperapju.mov;461.734559059,12.baby.varset.spinozekadroguklozi.mov;461.7345891,12.baby.varset.spinozekadroguklozi.mov;464.293760061,13.baby.varset.kosizupapju.mov;464.293791056,13.baby.varset.kosizupapju.mov;466.983366966,14.baby.varset.dafamaguklozi.mov;466.983389139,14.baby.varset.dafamaguklozi.mov;469.912093163,15.baby.varset.spinozekadroprati.mov;469.912127018,15.baby.varset.spinozekadroprati.mov;473.348140001,16.baby.varset.dafamaguklozi.mov;473.348155975,16.baby.varset.dafamaguklozi.mov;476.289211035,17.baby.varset.spinozezupapju.mov;476.289237022,17.baby.varset.spinozezupapju.mov;479.315982103,18.baby.varset.dazupaprati.mov;479.316007137,18.baby.varset.dazupaprati.mov;481.904998064,19.baby.varset.spinozezupaguklozi.mov;481.905019045,19.baby.varset.spinozezupaguklozi.mov;485.593579054,20.baby.varset.kosizupapju.mov;485.593603134,20.baby.varset.kosizupapju.mov;488.188137054,21.baby.varset.spinozefamaguklozi.mov;488.188157082,21.baby.varset.spinozefamaguklozi.mov;491.855231047,22.baby.varset.kosikadroprati.mov;491.855252028,22.baby.varset.kosikadroprati.mov;494.877519131,23.baby.varset.daperapju.mov;494.877540112,23.baby.varset.daperapju.mov;497.118807077,24.baby.varset.spinozekadroguklozi.mov;497.118824959,24.baby.varset.spinozekadroguklozi.mov;500.886677027,25.baby.varset.kosizupaprati.mov;500.886693954,25.baby.varset.kosizupaprati.mov;503.827131033,26.baby.varset.spinozefamapju.mov;503.82715416,26.baby.varset.spinozefamapju.mov;506.859559059,27.baby.varset.kosikadroguklozi.mov;506.859590054,27.baby.varset.kosikadroguklozi.mov;510.206346035,28.baby.varset.daperapju.mov;510.206376076,28.baby.varset.daperapju.mov;512.456203938,29.baby.varset.spinozezupaguklozi.mov;512.456225157,29.baby.varset.spinozezupaguklozi.mov;516.16843009,30.baby.varset.kosiperaprati.mov;516.168463945,30.baby.varset.kosiperaprati.mov;519.100852013,31.baby.varset.spinozefamapju.mov;519.100875139,31.baby.varset.spinozefamapju.mov;522.00405097,32.baby.varset.kosikadroprati.mov;522.004070044,32.baby.varset.kosikadroprati.mov;525.007138014,33.baby.varset.dazupapju.mov;525.007154942,33.baby.varset.dazupapju.mov;529.213474989,34.baby.varset.kosifamaguklozi.mov;529.213495016,34.baby.varset.kosifamaguklozi.mov;535.788980961,35.baby.varset.spinozeperaguklozi.mov;535.789001942,35.baby.varset.spinozeperaguklozi.mov;543.219802141,36.baby.varset.dafamaguklozi.mov;543.219825029,36.baby.varset.dafamaguklozi.mov;546.156700134,37.baby.varset.spinozezupaguklozi.mov;546.156734943,37.baby.varset.spinozezupaguklozi.mov;554.504259109,1.baby.words.testitems.dafa.ripped.wav;558.139955044,1.baby.words.testitems.dafa.ripped.wav;570.484184027,16.baby.words.testitems.zeka.ripped.wav;575.783274174,16.baby.words.testitems.zeka.ripped.wav;582.239439964,2.baby_words_testitems_fama.wav;589.925972939,2.baby_words_testitems_fama.wav;600.019922972,13.baby.words.testitems.drogu.wav;603.410140991,13.baby.words.testitems.drogu.wav;613.207190037,4.baby.words.testitems.kadro.ripped.wav;615.701934099,4.baby.words.testitems.kadro.ripped.wav;623.148960114,3.baby.words.testitems.pera.wav;627.344301939,3.baby.words.testitems.pera.wav;638.953907967,14.baby.words.testitems.pagu.ripped.wav;642.944354057,14.baby.words.testitems.pagu.ripped.wav;648.918440104,5.baby.words.testitems.zupa.ripped.wav;651.035161972,5.baby.words.testitems.zupa.ripped.wav;658.231333017
