look_record,110.377053022,114.714052916,116.153084993,125.271992922,125.832937002,126.83277297,128.884971857,134.241281986,137.289605856,138.079216003,139.300693035,140.279335022,142.886234045,150.596025944,151.546164989,154.434949875,156.733788013,158.406488895,161.545224905,168.884129047,170.336717844,170.704962969,171.97564888,173.062511921,174.908394814,175.645181894,181.483201981,182.696738958,188.819000959,190.252679825,196.459702969,197.499159813,206.619048834,212.391533852,226.008779049,229.984427929,230.649319887,233.683351994,249.072540045,253.740152836,270.718334913,283.314406872,293.460280895,297.772001028,305.205756903,309.362871885,321.047752857,324.683746815,331.129581928,340.588842869
stimuli_record,0.baby.varset.kosifamapju.mov;108.182020903,0.baby.varset.kosifamapju.mov;111.011128902,1.baby.varset.kosizupaguklozi.mov;111.011181831,1.baby.varset.kosizupaguklozi.mov;113.783584833,2.baby.varset.kosiperapju.mov;113.783651829,2.baby.varset.kosiperapju.mov;116.399324894,3.baby.varset.kosizupaguklozi.mov;116.399351835,3.baby.varset.kosizupaguklozi.mov;119.683022976,4.baby.varset.daperaprati.mov;119.68304491,4.baby.varset.daperaprati.mov;122.275821924,5.baby.varset.kosifamapju.mov;122.275838852,5.baby.varset.kosifamapju.mov;124.8704319,6.baby.varset.dazupaprati.mov;124.870450974,6.baby.varset.dazupaprati.mov;127.460860968,7.baby.varset.spinozekadroguklozi.mov;127.460894823,7.baby.varset.spinozekadroguklozi.mov;131.235076904,8.baby.varset.kosifamaprati.mov;131.235110044,8.baby.varset.kosifamaprati.mov;134.191970825,9.baby.varset.spinozeperapju.mov;134.192004919,9.baby.varset.spinozeperapju.mov;137.061656952,10.baby.varset.dakadroprati.mov;137.061674833,10.baby.varset.dakadroprati.mov;139.724581003,11.baby.varset.kosiperapju.mov;139.724612951,11.baby.varset.kosiperapju.mov;142.312788963,12.baby.varset.spinozekadroguklozi.mov;142.312809944,12.baby.varset.spinozekadroguklozi.mov;144.890468836,13.baby.varset.kosizupapju.mov;144.890496016,13.baby.varset.kosizupapju.mov;147.495298862,14.baby.varset.dafamaguklozi.mov;147.495332956,14.baby.varset.dafamaguklozi.mov;150.438596964,15.baby.varset.spinozekadroprati.mov;150.438627958,15.baby.varset.spinozekadroprati.mov;153.857650995,16.baby.varset.dafamaguklozi.mov;153.85766983,16.baby.varset.dafamaguklozi.mov;156.81189394,17.baby.varset.spinozezupapju.mov;156.811916828,17.baby.varset.spinozezupapju.mov;159.870992899,18.baby.varset.dazupaprati.mov;159.871027946,18.baby.varset.dazupaprati.mov;162.458381891,19.baby.varset.spinozezupaguklozi.mov;162.458418846,19.baby.varset.spinozezupaguklozi.mov;166.129379034,20.baby.varset.kosizupapju.mov;166.129396915,20.baby.varset.kosizupapju.mov;168.723719835,21.baby.varset.spinozefamaguklozi.mov;168.723760843,21.baby.varset.spinozefamaguklozi.mov;172.396049976,22.baby.varset.kosikadroprati.mov;172.396082878,22.baby.varset.kosikadroprati.mov;175.421713829,23.baby.varset.daperapju.mov;175.421753883,23.baby.varset.daperapju.mov;177.712910891,24.baby.varset.spinozekadroguklozi.mov;177.712944031,24.baby.varset.spinozekadroguklozi.mov;181.481324911,25.baby.varset.kosizupaprati.mov;181.481346846,25.baby.varset.kosizupaprati.mov;184.427215815,26.baby.varset.spinozefamapju.mov;184.427249908,26.baby.varset.spinozefamapju.mov;187.460660934,27.baby.varset.kosikadroguklozi.mov;187.460683823,27.baby.varset.kosikadroguklozi.mov;190.802491903,28.baby.varset.daperapju.mov;190.802510977,28.baby.varset.daperapju.mov;193.051627874,29.baby.varset.spinozezupaguklozi.mov;193.051648855,29.baby.varset.spinozezupaguklozi.mov;196.737699032,16.baby.words.testitems.zeka.ripped.wav;206.656909943,16.baby.words.testitems.zeka.ripped.wav;214.393791914,14.baby.words.testitems.pagu.ripped.wav;226.036095858,14.baby.words.testitems.pagu.ripped.wav;235.688060999,1.baby.words.testitems.dafa.ripped.wav;249.098876953,1.baby.words.testitems.dafa.ripped.wav;255.747107029,4.baby.words.testitems.kadro.ripped.wav;270.749896049,4.baby.words.testitems.kadro.ripped.wav;285.327687025,13.baby.words.testitems.drogu.wav;293.492914915,13.baby.words.testitems.drogu.wav;299.787828922,5.baby.words.testitems.zupa.ripped.wav;305.228935003,5.baby.words.testitems.zupa.ripped.wav;311.368914843,3.baby.words.testitems.pera.wav;321.076767921,3.baby.words.testitems.pera.wav;326.689222813,2.baby_words_testitems_fama.wav;331.158187866,2.baby_words_testitems_fama.wav;342.59365797
