look_record,23.3029921055,54.2575399876,54.8045971394,63.6702330112,66.7856500149,80.0256791115,89.7034480572,91.6421780586,96.4479711056,107.546504974,114.709298134,125.911450148,127.203989983,133.037261963,135.622295141,152.143481016,156.965753078,161.705229044,162.417775154,169.874695063,170.454525948,173.338274002,178.127287149,184.457406044,186.197191954,191.185306072,191.901357174,193.621309996,198.97388196,207.043708086,207.590739012,208.303421021,213.788356066,224.675677061,231.602509975,240.401792049,240.766252041,243.23874712,244.345694065,247.146273136,251.272400141,264.628777027
stimuli_record,0.baby.varset.kosifamapju.mov;22.1122119427,0.baby.varset.kosifamapju.mov;24.6943690777,1.baby.varset.kosizupaguklozi.mov;24.6943800449,1.baby.varset.kosizupaguklozi.mov;27.5114870071,2.baby.varset.kosiperapju.mov;27.511496067,2.baby.varset.kosiperapju.mov;30.0966069698,3.baby.varset.kosizupaguklozi.mov;30.0966200829,3.baby.varset.kosizupaguklozi.mov;33.3611290455,4.baby.varset.daperaprati.mov;33.3611409664,4.baby.varset.daperaprati.mov;35.9793860912,5.baby.varset.kosifamapju.mov;35.9793980122,5.baby.varset.kosifamapju.mov;38.5975911617,6.baby.varset.dazupaprati.mov;38.5976040363,6.baby.varset.dazupaprati.mov;41.2158219814,7.baby.varset.spinozekadroguklozi.mov;41.2158350945,7.baby.varset.spinozekadroguklozi.mov;44.9774310589,8.baby.varset.kosifamaprati.mov;44.9774441719,8.baby.varset.kosifamaprati.mov;47.8774521351,9.baby.varset.spinozeperapju.mov;47.8774650097,9.baby.varset.spinozeperapju.mov;50.760807991,10.baby.varset.dakadroprati.mov;50.760821104,10.baby.varset.dakadroprati.mov;53.4453670979,11.baby.varset.kosiperapju.mov;53.4453799725,11.baby.varset.kosiperapju.mov;56.0138950348,12.baby.varset.spinozekadroguklozi.mov;56.0139081478,12.baby.varset.spinozekadroguklozi.mov;58.5824260712,13.baby.varset.kosizupapju.mov;58.5824410915,13.baby.varset.kosizupapju.mov;61.1675341129,14.baby.varset.dafamaguklozi.mov;61.1675469875,14.baby.varset.dafamaguklozi.mov;64.1171679497,15.baby.varset.spinozekadroprati.mov;64.1171820164,15.baby.varset.spinozekadroprati.mov;67.564002037,16.baby.varset.dafamaguklozi.mov;67.5640151501,16.baby.varset.dafamaguklozi.mov;70.4804990292,17.baby.varset.spinozezupapju.mov;70.4805121422,17.baby.varset.spinozezupapju.mov;73.5295879841,18.baby.varset.dazupaprati.mov;73.5296030045,18.baby.varset.dazupaprati.mov;76.0981400013,19.baby.varset.spinozezupaguklozi.mov;76.0981531143,19.baby.varset.spinozezupaguklozi.mov;79.7935290337,20.baby.varset.kosizupapju.mov;79.7935421467,20.baby.varset.kosizupapju.mov;82.3653120995,21.baby.varset.spinozefamaguklozi.mov;82.365322113,21.baby.varset.spinozefamaguklozi.mov;86.0739240646,22.baby.varset.kosikadroprati.mov;86.0739331245,22.baby.varset.kosikadroprati.mov;89.0732979774,23.baby.varset.daperapju.mov;89.0733089447,23.baby.varset.daperapju.mov;91.3435561657,24.baby.varset.spinozekadroguklozi.mov;91.3435671329,24.baby.varset.spinozekadroguklozi.mov;95.1217751503,25.baby.varset.kosizupaprati.mov;95.1217851639,25.baby.varset.kosizupaprati.mov;98.0383090973,26.baby.varset.spinozefamapju.mov;98.0383200645,26.baby.varset.spinozefamapju.mov;101.0708251,27.baby.varset.kosikadroguklozi.mov;101.070837975,27.baby.varset.kosikadroguklozi.mov;108.428385973,28.baby.varset.daperapju.mov;108.428397179,28.baby.varset.daperapju.mov;110.682134151,14.baby.words.testitems.pagu.ripped.wav;114.742089987,14.baby.words.testitems.pagu.ripped.wav;129.738872051,13.baby.words.testitems.drogu.wav;135.654935122,13.baby.words.testitems.drogu.wav;150.651829958,4.baby.words.testitems.kadro.ripped.wav;156.998588085,4.baby.words.testitems.kadro.ripped.wav;171.998855114,16.baby.words.testitems.zeka.ripped.wav;178.159996033,16.baby.words.testitems.zeka.ripped.wav;193.156932116,1.baby.words.testitems.dafa.ripped.wav;199.006551981,1.baby.words.testitems.dafa.ripped.wav;210.308076143,5.baby.words.testitems.zupa.ripped.wav;213.821228981,5.baby.words.testitems.zupa.ripped.wav;226.680444002,3.baby.words.testitems.pera.wav;231.63520813,3.baby.words.testitems.pera.wav;246.648641109,2.baby_words_testitems_fama.wav;251.305230141,2.baby_words_testitems_fama.wav;266.202692032
