look_record,2854.43306494,2887.60816884,2890.12736201,2891.50268197,2891.99983287,2898.95947981,2900.26893687,2903.45029998,2904.95858288,2905.83649683,2908.85282493,2912.43200183,2913.52598286,2928.27406192,2938.78045082,2943.58624887,2954.72205496,2965.90768099,2967.11704588,2968.11141396,2969.66934395,2983.80461884,2987.23490787,2993.83025694,2993.86329293,2994.69182301,2997.32675886,3000.57451081,3001.85399985,3003.02737999,3003.45806789,3004.94941187,3010.66991401,3025.41493988,3029.16022301,3038.90400481,3040.16342497,3040.6273818,3045.963449,3049.2609868,3051.61425495,3056.66834497,3057.50029683,3065.81553483
stimuli_record,0.baby.varset.kosifamapju.mov;2853.28494787,0.baby.varset.kosifamapju.mov;2855.89057493,1.baby.varset.kosizupaguklozi.mov;2855.89058685,1.baby.varset.kosizupaguklozi.mov;2858.69118094,2.baby.varset.kosiperapju.mov;2858.69119287,2.baby.varset.kosiperapju.mov;2861.30941296,3.baby.varset.kosizupaguklozi.mov;2861.30942583,3.baby.varset.kosizupaguklozi.mov;2864.62368584,4.baby.varset.daperaprati.mov;2864.623698,4.baby.varset.daperaprati.mov;2867.20880389,5.baby.varset.kosifamapju.mov;2867.20881581,5.baby.varset.kosifamapju.mov;2869.77723885,6.baby.varset.dazupaprati.mov;2869.77725291,6.baby.varset.dazupaprati.mov;2872.36245084,7.baby.varset.spinozekadroguklozi.mov;2872.36246395,7.baby.varset.spinozekadroguklozi.mov;2876.14067888,8.baby.varset.kosifamaprati.mov;2876.1406908,8.baby.varset.kosifamaprati.mov;2879.07375884,9.baby.varset.spinozeperapju.mov;2879.07377195,9.baby.varset.spinozeperapju.mov;2881.95713282,10.baby.varset.dakadroprati.mov;2881.95714498,10.baby.varset.dakadroprati.mov;2884.60858393,11.baby.varset.kosiperapju.mov;2884.60859585,11.baby.varset.kosiperapju.mov;2887.21024895,12.baby.varset.spinozekadroguklozi.mov;2887.21026301,12.baby.varset.spinozekadroguklozi.mov;2889.77879,13.baby.varset.kosizupapju.mov;2889.77880478,13.baby.varset.kosizupapju.mov;2892.39705896,14.baby.varset.dafamaguklozi.mov;2892.39707184,14.baby.varset.dafamaguklozi.mov;2895.31360888,15.baby.varset.spinozekadroprati.mov;2895.313622,15.baby.varset.spinozekadroprati.mov;2898.76049495,16.baby.varset.dafamaguklozi.mov;2898.76050687,16.baby.varset.dafamaguklozi.mov;2901.69357681,17.baby.varset.spinozezupapju.mov;2901.69358897,17.baby.varset.spinozezupapju.mov;2904.70952296,18.baby.varset.dazupaprati.mov;2904.70953679,18.baby.varset.dazupaprati.mov;2907.2946229,19.baby.varset.spinozezupaguklozi.mov;2907.29463601,19.baby.varset.spinozezupaguklozi.mov;2911.0065949,20.baby.varset.kosizupapju.mov;2911.00660801,20.baby.varset.kosizupapju.mov;2913.5916748,21.baby.varset.spinozefamaguklozi.mov;2913.59168696,21.baby.varset.spinozefamaguklozi.mov;2917.28712201,22.baby.varset.kosikadroprati.mov;2917.28713489,22.baby.varset.kosikadroprati.mov;2920.30303478,23.baby.varset.daperapju.mov;2920.30304694,23.baby.varset.daperapju.mov;2922.57330394,24.baby.varset.spinozekadroguklozi.mov;2922.57331085,24.baby.varset.spinozekadroguklozi.mov;2926.36809492,25.baby.varset.kosizupaprati.mov;2926.36810589,25.baby.varset.kosizupaprati.mov;2929.30129385,26.baby.varset.spinozefamapju.mov;2929.30130601,26.baby.varset.spinozefamapju.mov;2932.3171978,27.baby.varset.kosikadroguklozi.mov;2932.31720901,27.baby.varset.kosikadroguklozi.mov;2935.68122792,28.baby.varset.daperapju.mov;2935.68123984,28.baby.varset.daperapju.mov;2937.9347918,29.baby.varset.spinozezupaguklozi.mov;2937.93479896,29.baby.varset.spinozezupaguklozi.mov;2941.64676285,30.baby.varset.kosiperaprati.mov;2941.64677095,30.baby.varset.kosiperaprati.mov;2944.59651899,31.baby.varset.spinozefamapju.mov;2944.59653091,31.baby.varset.spinozefamapju.mov;2947.49643493,32.baby.varset.kosikadroprati.mov;2947.49644279,32.baby.varset.kosikadroprati.mov;2950.51242399,2.baby_words_testitems_fama.wav;2954.75466681,2.baby_words_testitems_fama.wav;2969.65232182,4.baby.words.testitems.kadro.ripped.wav;2969.70201683,4.baby.words.testitems.kadro.ripped.wav;2984.6990068,5.baby.words.testitems.zupa.ripped.wav;2987.26760387,5.baby.words.testitems.zupa.ripped.wav;2996.69657683,3.baby.words.testitems.pera.wav;2997.3594358,3.baby.words.testitems.pera.wav;3006.95418382,14.baby.words.testitems.pagu.ripped.wav;3010.70271397,14.baby.words.testitems.pagu.ripped.wav;3025.71282792,13.baby.words.testitems.drogu.wav;3029.19283986,13.baby.words.testitems.drogu.wav;3042.63213181,1.baby.words.testitems.dafa.ripped.wav;3045.99612093,1.baby.words.testitems.dafa.ripped.wav;3051.2657609,16.baby.words.testitems.zeka.ripped.wav;3051.64692688,16.baby.words.testitems.zeka.ripped.wav;3066.64382601
