look_record,189.221408129,191.0652771,204.937368155,210.165673971,210.181791067,213.158169031,213.730928183,214.910225153,215.545665026,229.115421057,230.27168107,232.640166998,233.457451105,236.520480156,238.396524191,243.081310987,246.016028166,250.034569979,250.748613119,259.711577177,260.038130999,261.363597155,263.612325191,264.545300007,266.586208105,269.383684158,274.041399002,275.815870047,276.392243147,286.260785103,288.681499958,289.917204142,293.634906054,295.735155106,301.18393898,304.012573004,317.634993076,320.46778512,324.217137098,330.840440035,332.750185966,333.290291071,333.897725105,337.505289078,342.640006065,345.199674129,345.49970603,346.966470957,352.875691175,356.456016064,356.750661135,357.04164505,367.157670975,370.701020002,370.941800117,372.497220039,374.553673983,375.076267004,380.644394159,384.056101084,384.852765083,387.113430977,396.862065077,399.932157993,400.523468971,401.91505909,402.451236963,403.95887208,404.409806967,407.347079992,412.831073046,414.653388023
stimuli_record,0.baby.varset.kosifamapju.mov;187.393727064,0.baby.varset.kosifamapju.mov;190.485592127,1.baby.varset.kosizupaguklozi.mov;190.485633135,1.baby.varset.kosizupaguklozi.mov;193.25443697,2.baby.varset.kosiperapju.mov;193.254456043,2.baby.varset.kosiperapju.mov;195.834293127,3.baby.varset.kosizupaguklozi.mov;195.834318161,3.baby.varset.kosizupaguklozi.mov;199.147526026,4.baby.varset.daperaprati.mov;199.147552013,4.baby.varset.daperaprati.mov;201.725883961,5.baby.varset.kosifamapju.mov;201.725902081,5.baby.varset.kosifamapju.mov;204.31142807,6.baby.varset.dazupaprati.mov;204.31144619,6.baby.varset.dazupaprati.mov;206.890362978,7.baby.varset.spinozekadroguklozi.mov;206.890395164,7.baby.varset.spinozekadroguklozi.mov;210.652058125,8.baby.varset.kosifamaprati.mov;210.652090073,8.baby.varset.kosifamaprati.mov;213.589039087,9.baby.varset.spinozeperapju.mov;213.589061022,9.baby.varset.spinozeperapju.mov;216.456547976,10.baby.varset.dakadroprati.mov;216.456578016,10.baby.varset.dakadroprati.mov;219.139350176,11.baby.varset.kosiperapju.mov;219.139387131,11.baby.varset.kosiperapju.mov;221.718930006,12.baby.varset.spinozekadroguklozi.mov;221.718958139,12.baby.varset.spinozekadroguklozi.mov;224.312344074,13.baby.varset.kosizupapju.mov;224.312368155,13.baby.varset.kosizupapju.mov;226.888620138,14.baby.varset.dafamaguklozi.mov;226.88863802,14.baby.varset.dafamaguklozi.mov;229.827716112,15.baby.varset.spinozekadroprati.mov;229.827754021,15.baby.varset.spinozekadroprati.mov;233.283694983,16.baby.varset.dafamaguklozi.mov;233.283723116,16.baby.varset.dafamaguklozi.mov;236.216730118,17.baby.varset.spinozezupapju.mov;236.216753006,17.baby.varset.spinozezupapju.mov;239.265694141,18.baby.varset.dazupaprati.mov;239.265721083,18.baby.varset.dazupaprati.mov;241.855878115,19.baby.varset.spinozezupaguklozi.mov;241.855900049,19.baby.varset.spinozezupaguklozi.mov;245.546431065,20.baby.varset.kosizupapju.mov;245.546452045,20.baby.varset.kosizupapju.mov;248.218248129,21.baby.varset.spinozefamaguklozi.mov;248.218279123,21.baby.varset.spinozefamaguklozi.mov;251.902333021,22.baby.varset.kosikadroprati.mov;251.902369976,22.baby.varset.kosikadroprati.mov;254.994034052,23.baby.varset.daperapju.mov;254.994065046,23.baby.varset.daperapju.mov;257.266550064,24.baby.varset.spinozekadroguklozi.mov;257.266582966,24.baby.varset.spinozekadroguklozi.mov;261.044931173,25.baby.varset.kosizupaprati.mov;261.044952154,25.baby.varset.kosizupaprati.mov;263.987848997,26.baby.varset.spinozefamapju.mov;263.987869024,26.baby.varset.spinozefamapju.mov;267.042488098,27.baby.varset.kosikadroguklozi.mov;267.042510986,27.baby.varset.kosikadroguklozi.mov;270.397225142,28.baby.varset.daperapju.mov;270.397248983,28.baby.varset.daperapju.mov;272.646676064,29.baby.varset.spinozezupaguklozi.mov;272.646696091,29.baby.varset.spinozezupaguklozi.mov;276.372661114,30.baby.varset.kosiperaprati.mov;276.372684956,30.baby.varset.kosiperaprati.mov;279.322504044,31.baby.varset.spinozefamapju.mov;279.32252717,31.baby.varset.spinozefamapju.mov;282.230729103,32.baby.varset.kosikadroprati.mov;282.230750084,32.baby.varset.kosikadroprati.mov;285.234810114,33.baby.varset.dazupapju.mov;285.234863997,33.baby.varset.dazupapju.mov;287.496209145,34.baby.varset.kosifamaguklozi.mov;287.496232033,34.baby.varset.kosifamaguklozi.mov;290.788567066,35.baby.varset.spinozeperaguklozi.mov;290.7885921,35.baby.varset.spinozeperaguklozi.mov;294.508799076,36.baby.varset.dafamaguklozi.mov;294.508821964,36.baby.varset.dafamaguklozi.mov;297.923974991,37.baby.varset.spinozezupaguklozi.mov;297.924000025,37.baby.varset.spinozezupaguklozi.mov;303.778905153,38.baby.varset.dakadropju.mov;303.778928995,38.baby.varset.dakadropju.mov;306.087835073,39.baby.varset.spinozezupaprati.mov;306.087856054,39.baby.varset.spinozezupaprati.mov;310.335437059,40.baby.varset.kosiperaguklozi.mov;310.335458994,40.baby.varset.kosiperaguklozi.mov;314.866739988,41.baby.varset.spinozefamaprati.mov;314.866760969,41.baby.varset.spinozefamaprati.mov;319.516453981,4.baby.words.testitems.kadro.ripped.wav;324.267260075,4.baby.words.testitems.kadro.ripped.wav;339.265117168,2.baby_words_testitems_fama.wav;342.675992012,2.baby_words_testitems_fama.wav;348.975238085,3.baby.words.testitems.pera.wav;352.909598112,3.baby.words.testitems.pera.wav;359.046221972,5.baby.words.testitems.zupa.ripped.wav;367.193638086,5.baby.words.testitems.zupa.ripped.wav;374.50009799,1.baby.words.testitems.dafa.ripped.wav;374.587470055,1.baby.words.testitems.dafa.ripped.wav;377.091498137,16.baby.words.testitems.zeka.ripped.wav;380.67496109,16.baby.words.testitems.zeka.ripped.wav;389.11598897,14.baby.words.testitems.pagu.ripped.wav;396.895308971,14.baby.words.testitems.pagu.ripped.wav;409.358287096,13.baby.words.testitems.drogu.wav;412.863455057,13.baby.words.testitems.drogu.wav;416.669347048
