look_record,35.7147638798,42.8742148876,44.9113059044,45.4340009689,46.276006937,53.5700969696,56.265034914,59.0576388836,62.6432189941,66.4437589645,66.9143619537,78.7660558224,80.7694289684,82.5356349945,90.9378240108,94.8188309669,95.2443468571,96.1495668888,98.0402288437,101.587436914,109.448745012,122.441490889,123.466799021,127.48238802,128.68648386,133.139254808,134.654296875,136.096982002,140.609761953,140.610387802,150.666432858,150.860001802,155.323354006,155.327219009,165.941817999,166.118806839,166.691761971,174.870218992,182.863685846,192.535194874,201.078799963,206.850720882,213.036114931,222.754963875,223.23523283,223.647115946,230.178408861,233.914215803,234.363449812,236.284451008,241.622083902,250.837376833,250.888265848,251.122004986,252.532866955,253.5871768,259.973924875,265.303041935,265.806308985,266.481232882,275.254078865,277.888787985
stimuli_record,0.baby.varset.kosifamapju.mov;34.1831908226,0.baby.varset.kosifamapju.mov;36.9745368958,1.baby.varset.kosizupaguklozi.mov;36.9745528698,1.baby.varset.kosizupaguklozi.mov;39.7680540085,2.baby.varset.kosiperapju.mov;39.7680859566,2.baby.varset.kosiperapju.mov;42.395378828,3.baby.varset.kosizupaguklozi.mov;42.3954110146,3.baby.varset.kosizupaguklozi.mov;45.6600768566,4.baby.varset.daperaprati.mov;45.6601099968,4.baby.varset.daperaprati.mov;48.2656619549,5.baby.varset.kosifamapju.mov;48.2656970024,5.baby.varset.kosifamapju.mov;50.8521049023,6.baby.varset.dazupaprati.mov;50.8521208763,6.baby.varset.dazupaprati.mov;53.4493458271,7.baby.varset.spinozekadroguklozi.mov;53.449368,7.baby.varset.spinozekadroguklozi.mov;57.2228629589,8.baby.varset.kosifamaprati.mov;57.2228839397,8.baby.varset.kosifamaprati.mov;60.1732008457,9.baby.varset.spinozeperapju.mov;60.1732280254,9.baby.varset.spinozeperapju.mov;63.0406649113,10.baby.varset.dakadroprati.mov;63.0406877995,10.baby.varset.dakadroprati.mov;65.6991949081,11.baby.varset.kosiperapju.mov;65.6992168427,11.baby.varset.kosiperapju.mov;68.3022508621,12.baby.varset.spinozekadroguklozi.mov;68.3022818565,12.baby.varset.spinozekadroguklozi.mov;70.9105648994,13.baby.varset.kosizupapju.mov;70.9106009007,13.baby.varset.kosizupapju.mov;73.5068469048,14.baby.varset.dafamaguklozi.mov;73.5068688393,14.baby.varset.dafamaguklozi.mov;76.4362659454,15.baby.varset.spinozekadroprati.mov;76.4362909794,15.baby.varset.spinozekadroprati.mov;79.9026739597,16.baby.varset.dafamaguklozi.mov;79.9026958942,16.baby.varset.dafamaguklozi.mov;82.8399889469,17.baby.varset.spinozezupapju.mov;82.8400218487,17.baby.varset.spinozezupapju.mov;85.8786399364,18.baby.varset.dazupaprati.mov;85.878677845,18.baby.varset.dazupaprati.mov;88.4890239239,19.baby.varset.spinozezupaguklozi.mov;88.4890568256,19.baby.varset.spinozezupaguklozi.mov;92.1784858704,20.baby.varset.kosizupapju.mov;92.178508997,20.baby.varset.kosizupapju.mov;94.7812449932,21.baby.varset.spinozefamaguklozi.mov;94.7812628746,21.baby.varset.spinozefamaguklozi.mov;98.4715979099,22.baby.varset.kosikadroprati.mov;98.4716188908,22.baby.varset.kosikadroprati.mov;101.50077796,23.baby.varset.daperapju.mov;101.500799894,23.baby.varset.daperapju.mov;103.775504827,24.baby.varset.spinozekadroguklozi.mov;103.775521994,24.baby.varset.spinozekadroguklozi.mov;107.517422915,25.baby.varset.kosizupaprati.mov;107.517441988,25.baby.varset.kosizupaprati.mov;110.482600927,26.baby.varset.spinozefamapju.mov;110.482635021,26.baby.varset.spinozefamapju.mov;113.543412924,27.baby.varset.kosikadroguklozi.mov;113.543447018,27.baby.varset.kosikadroguklozi.mov;116.893592834,28.baby.varset.daperapju.mov;116.893626928,28.baby.varset.daperapju.mov;119.139048815,29.baby.varset.spinozezupaguklozi.mov;119.139070988,29.baby.varset.spinozezupaguklozi.mov;122.826213837,30.baby.varset.kosiperaprati.mov;122.826243877,30.baby.varset.kosiperaprati.mov;125.76846981,31.baby.varset.spinozefamapju.mov;125.768505812,31.baby.varset.spinozefamapju.mov;128.701843977,32.baby.varset.kosikadroprati.mov;128.701865911,32.baby.varset.kosikadroprati.mov;131.706530809,33.baby.varset.dazupapju.mov;131.706570864,33.baby.varset.dazupapju.mov;133.955039024,34.baby.varset.kosifamaguklozi.mov;133.955066919,34.baby.varset.kosifamaguklozi.mov;137.659228802,35.baby.varset.spinozeperaguklozi.mov;137.659260035,35.baby.varset.spinozeperaguklozi.mov;142.947168827,36.baby.varset.dafamaguklozi.mov;142.947189808,36.baby.varset.dafamaguklozi.mov;147.388484001,37.baby.varset.spinozezupaguklozi.mov;147.388502836,37.baby.varset.spinozezupaguklozi.mov;155.343295813,38.baby.varset.dakadropju.mov;155.343317032,38.baby.varset.dakadropju.mov;157.669015884,4.baby.words.testitems.kadro.ripped.wav;165.982061863,4.baby.words.testitems.kadro.ripped.wav;176.877246857,3.baby.words.testitems.pera.wav;182.898113012,3.baby.words.testitems.pera.wav;194.545825005,5.baby.words.testitems.zupa.ripped.wav;201.111017942,5.baby.words.testitems.zupa.ripped.wav;208.864893913,2.baby_words_testitems_fama.wav;213.071055889,2.baby_words_testitems_fama.wav;225.649012804,1.baby.words.testitems.dafa.ripped.wav;230.211046934,1.baby.words.testitems.dafa.ripped.wav;238.300992966,16.baby.words.testitems.zeka.ripped.wav;241.653180838,16.baby.words.testitems.zeka.ripped.wav;255.590644836,14.baby.words.testitems.pagu.ripped.wav;260.002517939,14.baby.words.testitems.pagu.ripped.wav;268.497170925,13.baby.words.testitems.drogu.wav;275.286711931,13.baby.words.testitems.drogu.wav;279.888926983
