look_record,25.6542379856,25.7310669422,25.8243310452,34.1238119602,34.437046051,60.3396041393,62.5045790672,64.4712400436,73.2492060661,75.0431921482,88.6661911011,105.193630934,107.055221081,117.022699118,118.360733986,123.027148008,126.828959942,137.110669136,139.962877035,141.883168936,142.779700041,145.154932976,147.542042017,151.645789146,154.322777033,170.544327974,175.466076136,185.295873165,185.697749138,188.143350124,196.591647148,206.789405107,207.558310032,208.160897017
stimuli_record,0.baby.varset.kosifamapju.mov;22.7169091702,0.baby.varset.kosifamapju.mov;25.5010609627,1.baby.varset.kosizupaguklozi.mov;25.5010809898,1.baby.varset.kosizupaguklozi.mov;28.2960040569,2.baby.varset.kosiperapju.mov;28.296020031,2.baby.varset.kosiperapju.mov;30.8872759342,3.baby.varset.kosizupaguklozi.mov;30.8872959614,3.baby.varset.kosizupaguklozi.mov;34.1534500122,4.baby.varset.daperaprati.mov;34.1534731388,4.baby.varset.daperaprati.mov;36.7576439381,5.baby.varset.kosifamapju.mov;36.7576620579,5.baby.varset.kosifamapju.mov;39.3509750366,6.baby.varset.dazupaprati.mov;39.3509919643,6.baby.varset.dazupaprati.mov;41.9585809708,7.baby.varset.spinozekadroguklozi.mov;41.9586000443,7.baby.varset.spinozekadroguklozi.mov;45.7318880558,8.baby.varset.kosifamaprati.mov;45.7319040298,8.baby.varset.kosifamaprati.mov;48.6822271347,9.baby.varset.spinozeperapju.mov;48.6822431087,9.baby.varset.spinozeperapju.mov;51.5600790977,10.baby.varset.dakadroprati.mov;51.5600981712,10.baby.varset.dakadroprati.mov;54.2081179619,11.baby.varset.kosiperapju.mov;54.208135128,11.baby.varset.kosiperapju.mov;56.8038680553,12.baby.varset.spinozekadroguklozi.mov;56.8038949966,12.baby.varset.spinozekadroguklozi.mov;59.4030530453,13.baby.varset.kosizupapju.mov;59.4030730724,13.baby.varset.kosizupapju.mov;61.9871430397,14.baby.varset.dafamaguklozi.mov;61.9871640205,14.baby.varset.dafamaguklozi.mov;64.9452259541,15.baby.varset.spinozekadroprati.mov;64.9452750683,15.baby.varset.spinozekadroprati.mov;68.3816921711,16.baby.varset.dafamaguklozi.mov;68.3817081451,16.baby.varset.dafamaguklozi.mov;71.2948429585,17.baby.varset.spinozezupapju.mov;71.2948591709,17.baby.varset.spinozezupapju.mov;74.3415811062,18.baby.varset.dazupaprati.mov;74.3416140079,18.baby.varset.dazupaprati.mov;76.9693889618,19.baby.varset.spinozezupaguklozi.mov;76.9694130421,19.baby.varset.spinozezupaguklozi.mov;80.6653671265,20.baby.varset.kosizupapju.mov;80.6653831005,20.baby.varset.kosizupapju.mov;83.2533409595,4.baby.words.testitems.kadro.ripped.wav;88.7024879456,4.baby.words.testitems.kadro.ripped.wav;103.708781004,13.baby.words.testitems.drogu.wav;107.08742094,13.baby.words.testitems.drogu.wav;122.090070009,5.baby.words.testitems.zupa.ripped.wav;126.8592031,5.baby.words.testitems.zupa.ripped.wav;139.110819101,2.baby_words_testitems_fama.wav;139.996480942,2.baby_words_testitems_fama.wav;147.161859989,14.baby.words.testitems.pagu.ripped.wav;147.57114315,14.baby.words.testitems.pagu.ripped.wav;153.657907009,3.baby.words.testitems.pera.wav;154.372094154,3.baby.words.testitems.pera.wav;169.399135113,1.baby.words.testitems.dafa.ripped.wav;176.937732935,1.baby.words.testitems.dafa.ripped.wav;190.148903131,16.baby.words.testitems.zeka.ripped.wav;196.682577133,16.baby.words.testitems.zeka.ripped.wav;210.165209055
