look_record,21.8823878765,40.0278849602,42.8783628941,75.9543018341,76.8492758274,80.19678092,80.8096728325,106.611247778,109.146605968,141.761155844
stimuli_record,0.baby.varset.kosifamapju.mov;20.6490888596,0.baby.varset.kosifamapju.mov;23.2241518497,1.baby.varset.kosizupaguklozi.mov;23.2241637707,1.baby.varset.kosizupaguklozi.mov;26.024851799,2.baby.varset.kosiperapju.mov;26.0248639584,2.baby.varset.kosiperapju.mov;28.6428899765,3.baby.varset.kosizupaguklozi.mov;28.6429038048,3.baby.varset.kosizupaguklozi.mov;31.9406709671,4.baby.varset.daperaprati.mov;31.940682888,4.baby.varset.daperaprati.mov;34.5257999897,5.baby.varset.kosifamapju.mov;34.5258119106,5.baby.varset.kosifamapju.mov;37.0942258835,6.baby.varset.dazupaprati.mov;37.0942389965,6.baby.varset.dazupaprati.mov;39.6960008144,7.baby.varset.spinozekadroguklozi.mov;39.6960089207,7.baby.varset.spinozekadroguklozi.mov;43.4411218166,8.baby.varset.kosifamaprati.mov;43.441133976,8.baby.varset.kosifamaprati.mov;46.3908019066,9.baby.varset.spinozeperapju.mov;46.3908109665,9.baby.varset.spinozeperapju.mov;49.3073048592,10.baby.varset.dakadroprati.mov;49.3073129654,10.baby.varset.dakadroprati.mov;51.9919228554,11.baby.varset.kosiperapju.mov;51.9919347763,11.baby.varset.kosiperapju.mov;54.5936148167,12.baby.varset.spinozekadroguklozi.mov;54.5936257839,12.baby.varset.spinozekadroguklozi.mov;57.162060976,13.baby.varset.kosizupapju.mov;57.1620759964,13.baby.varset.kosizupapju.mov;59.7638368607,14.baby.varset.dafamaguklozi.mov;59.7638487816,14.baby.varset.dafamaguklozi.mov;62.7135038376,15.baby.varset.spinozekadroprati.mov;62.7135159969,15.baby.varset.spinozekadroprati.mov;66.160271883,16.baby.varset.dafamaguklozi.mov;66.1602838039,16.baby.varset.dafamaguklozi.mov;69.1100418568,17.baby.varset.spinozezupapju.mov;69.1100549698,17.baby.varset.spinozezupapju.mov;72.1094398499,18.baby.varset.dazupaprati.mov;72.1094529629,18.baby.varset.dazupaprati.mov;74.7111308575,19.baby.varset.spinozezupaguklozi.mov;74.7111458778,19.baby.varset.spinozezupaguklozi.mov;78.4231259823,20.baby.varset.kosizupapju.mov;78.4231379032,20.baby.varset.kosizupapju.mov;80.9914529324,21.baby.varset.spinozefamaguklozi.mov;80.9914629459,21.baby.varset.spinozefamaguklozi.mov;84.7200608253,22.baby.varset.kosikadroprati.mov;84.7200708389,22.baby.varset.kosikadroprati.mov;87.7029078007,23.baby.varset.daperapju.mov;87.7029178143,23.baby.varset.daperapju.mov;89.9400289059,24.baby.varset.spinozekadroguklozi.mov;89.9400389194,24.baby.varset.spinozekadroguklozi.mov;93.7182757854,25.baby.varset.kosizupaprati.mov;93.7182869911,25.baby.varset.kosizupaprati.mov;96.6513659954,26.baby.varset.spinozefamapju.mov;96.6513748169,26.baby.varset.spinozefamapju.mov;99.6673979759,27.baby.varset.kosikadroguklozi.mov;99.6674067974,27.baby.varset.kosikadroguklozi.mov;108.781575918,28.baby.varset.daperapju.mov;108.7815938,28.baby.varset.daperapju.mov;111.035251856,29.baby.varset.spinozezupaguklozi.mov;111.035261869,29.baby.varset.spinozezupaguklozi.mov;126.579100847,30.baby.varset.kosiperaprati.mov;126.579110861,30.baby.varset.kosiperaprati.mov;129.512203932,31.baby.varset.spinozefamapju.mov;129.512212992
