look_record,26.8633439541,36.9659149647,40.5672709942,43.7447631359,50.2565889359,51.8779549599,57.3657391071,61.5892131329,65.5129580498,73.629956007,74.7456130981,75.1501441002,80.3571379185,83.6402621269,87.6136140823,96.5979170799,100.127576113,101.240134001,104.74958992,112.605828047,118.768649101,130.849478006,133.449146986,137.018006086,143.460022926,143.462846994,150.462603092,151.645884991,156.297313929,158.00710392,158.66918993,158.922222137,162.894753933,162.895797968,168.949183941,168.951719046,170.039015055,174.516901016
stimuli_record,0.baby.varset.kosifamapju.mov;25.4715781212,0.baby.varset.kosifamapju.mov;28.3447859287,1.baby.varset.kosizupaguklozi.mov;28.3448069096,1.baby.varset.kosizupaguklozi.mov;31.1005039215,2.baby.varset.kosiperapju.mov;31.1005270481,2.baby.varset.kosiperapju.mov;33.7141730785,3.baby.varset.kosizupaguklozi.mov;33.7142090797,3.baby.varset.kosizupaguklozi.mov;36.9830551147,4.baby.varset.daperaprati.mov;36.9830880165,4.baby.varset.daperaprati.mov;39.5687460899,5.baby.varset.kosifamapju.mov;39.5687761307,5.baby.varset.kosifamapju.mov;42.1497149467,6.baby.varset.dazupaprati.mov;42.1497371197,6.baby.varset.dazupaprati.mov;44.752270937,7.baby.varset.spinozekadroguklozi.mov;44.7522919178,7.baby.varset.spinozekadroguklozi.mov;48.5178220272,8.baby.varset.kosifamaprati.mov;48.5178599358,8.baby.varset.kosifamaprati.mov;51.4829809666,9.baby.varset.spinozeperapju.mov;51.4830150604,9.baby.varset.spinozeperapju.mov;54.3275470734,10.baby.varset.dakadroprati.mov;54.3275749683,10.baby.varset.dakadroprati.mov;57.01354599,11.baby.varset.kosiperapju.mov;57.0135641098,11.baby.varset.kosiperapju.mov;59.5827560425,12.baby.varset.spinozekadroguklozi.mov;59.582777977,12.baby.varset.spinozekadroguklozi.mov;62.2034399509,13.baby.varset.kosizupapju.mov;62.2034671307,13.baby.varset.kosizupapju.mov;64.7969090939,14.baby.varset.dafamaguklozi.mov;64.7969379425,14.baby.varset.dafamaguklozi.mov;67.738740921,15.baby.varset.spinozekadroprati.mov;67.7387690544,15.baby.varset.spinozekadroprati.mov;71.2071690559,16.baby.varset.dafamaguklozi.mov;71.2072050571,16.baby.varset.dafamaguklozi.mov;74.1610701084,17.baby.varset.spinozezupapju.mov;74.1611011028,17.baby.varset.spinozezupapju.mov;77.1962089539,18.baby.varset.dazupaprati.mov;77.1962471008,18.baby.varset.dazupaprati.mov;79.8018209934,19.baby.varset.spinozezupaguklozi.mov;79.8018569946,19.baby.varset.spinozezupaguklozi.mov;83.484251976,20.baby.varset.kosizupapju.mov;83.4842760563,20.baby.varset.kosizupapju.mov;86.0725710392,21.baby.varset.spinozefamaguklozi.mov;86.07259202,21.baby.varset.spinozefamaguklozi.mov;89.7246050835,22.baby.varset.kosikadroprati.mov;89.7246370316,22.baby.varset.kosikadroprati.mov;92.7637269497,23.baby.varset.daperapju.mov;92.7637491226,23.baby.varset.daperapju.mov;94.9998450279,24.baby.varset.spinozekadroguklozi.mov;94.9998650551,24.baby.varset.spinozekadroguklozi.mov;98.7639610767,25.baby.varset.kosizupaprati.mov;98.7639799118,25.baby.varset.kosizupaprati.mov;101.699924946,26.baby.varset.spinozefamapju.mov;101.699944973,26.baby.varset.spinozefamapju.mov;104.748203039,27.baby.varset.kosikadroguklozi.mov;104.748223066,27.baby.varset.kosikadroguklozi.mov;108.109951019,28.baby.varset.daperapju.mov;108.109970093,28.baby.varset.daperapju.mov;110.363781929,29.baby.varset.spinozezupaguklozi.mov;110.36380291,29.baby.varset.spinozezupaguklozi.mov;114.022306919,30.baby.varset.kosiperaprati.mov;114.022330046,30.baby.varset.kosiperaprati.mov;116.957457066,31.baby.varset.spinozefamapju.mov;116.957508087,31.baby.varset.spinozefamapju.mov;119.894951105,32.baby.varset.kosikadroprati.mov;119.894987106,32.baby.varset.kosikadroprati.mov;122.893305063,33.baby.varset.dazupapju.mov;122.893327951,33.baby.varset.dazupapju.mov;125.151160955,34.baby.varset.kosifamaguklozi.mov;125.151212931,34.baby.varset.kosifamaguklozi.mov;128.411144018,35.baby.varset.spinozeperaguklozi.mov;128.411169052,35.baby.varset.spinozeperaguklozi.mov;133.157113075,36.baby.varset.dafamaguklozi.mov;133.157138109,36.baby.varset.dafamaguklozi.mov;138.445482969,37.baby.varset.spinozezupaguklozi.mov;138.445504904,37.baby.varset.spinozezupaguklozi.mov;144.768903017,38.baby.varset.dakadropju.mov;144.768939972,38.baby.varset.dakadropju.mov;149.912517071,39.baby.varset.spinozezupaprati.mov;149.912540913,39.baby.varset.spinozezupaprati.mov;153.175698996,40.baby.varset.kosiperaguklozi.mov;153.175719976,40.baby.varset.kosiperaguklozi.mov;159.106498957,41.baby.varset.spinozefamaprati.mov;159.106534958
