look_record,47.8048708439,54.4198849201,54.6959819794,62.5464498997,62.8470439911,64.7670998573,66.9138109684,69.668489933,73.8040688038,75.1960058212,75.8149609566,76.9598889351,79.0046408176,80.1712608337,82.350222826,83.4421789646,91.4452028275,92.8471198082,99.4912338257,102.062543869,102.59717989,104.686510801,107.792907,110.751935959,112.608150005,113.084762812,118.865470886,120.903269768,122.188992977,126.116483927,128.276710987,128.736997843
stimuli_record,0.baby.varset.kosifamapju.mov;28.4365158081,0.baby.varset.kosifamapju.mov;31.2916808128,1.baby.varset.kosizupaguklozi.mov;31.2917149067,1.baby.varset.kosizupaguklozi.mov;34.0482008457,2.baby.varset.kosiperapju.mov;34.0482327938,2.baby.varset.kosiperapju.mov;36.6598517895,3.baby.varset.kosizupaguklozi.mov;36.6598768234,3.baby.varset.kosizupaguklozi.mov;39.9302289486,4.baby.varset.daperaprati.mov;39.930262804,4.baby.varset.daperaprati.mov;42.5310080051,5.baby.varset.kosifamapju.mov;42.5310437679,5.baby.varset.kosifamapju.mov;45.1295659542,6.baby.varset.dazupaprati.mov;45.1295859814,6.baby.varset.dazupaprati.mov;47.7116827965,7.baby.varset.spinozekadroguklozi.mov;47.7117087841,7.baby.varset.spinozekadroguklozi.mov;51.4714579582,8.baby.varset.kosifamaprati.mov;51.4714767933,8.baby.varset.kosifamaprati.mov;54.4056708813,9.baby.varset.spinozeperapju.mov;54.405703783,9.baby.varset.spinozeperapju.mov;57.2709288597,10.baby.varset.dakadroprati.mov;57.2709598541,10.baby.varset.dakadroprati.mov;59.9357709885,11.baby.varset.kosiperapju.mov;59.9357907772,11.baby.varset.kosiperapju.mov;62.5352389812,12.baby.varset.spinozekadroguklozi.mov;62.5352687836,12.baby.varset.spinozekadroguklozi.mov;65.1230809689,13.baby.varset.kosizupapju.mov;65.1231119633,13.baby.varset.kosizupapju.mov;67.6906909943,14.baby.varset.dafamaguklozi.mov;67.6907269955,14.baby.varset.dafamaguklozi.mov;70.6431679726,15.baby.varset.spinozekadroprati.mov;70.6432008743,15.baby.varset.spinozekadroprati.mov;74.0975139141,16.baby.varset.dafamaguklozi.mov;74.0975368023,16.baby.varset.dafamaguklozi.mov;77.0353767872,17.baby.varset.spinozezupapju.mov;77.0354318619,17.baby.varset.spinozezupapju.mov;80.0505709648,18.baby.varset.dazupaprati.mov;80.0505959988,18.baby.varset.dazupaprati.mov;82.6559228897,19.baby.varset.spinozezupaguklozi.mov;82.6559438705,19.baby.varset.spinozezupaguklozi.mov;86.3183028698,20.baby.varset.kosizupapju.mov;86.318322897,20.baby.varset.kosizupapju.mov;88.9322299957,21.baby.varset.spinozefamaguklozi.mov;88.9322638512,21.baby.varset.spinozefamaguklozi.mov;92.5985159874,22.baby.varset.kosikadroprati.mov;92.598544836,22.baby.varset.kosikadroprati.mov;95.654624939,23.baby.varset.daperapju.mov;95.6546459198,23.baby.varset.daperapju.mov;97.8850808144,24.baby.varset.spinozekadroguklozi.mov;97.8851029873,24.baby.varset.spinozekadroguklozi.mov;101.677346945,25.baby.varset.kosizupaprati.mov;101.677369833,25.baby.varset.kosizupaprati.mov;104.619713783,26.baby.varset.spinozefamapju.mov;104.61975193,26.baby.varset.spinozefamapju.mov;107.654782772,27.baby.varset.kosikadroguklozi.mov;107.654803991,27.baby.varset.kosikadroguklozi.mov;111.034485817,28.baby.varset.daperapju.mov;111.034526825,28.baby.varset.daperapju.mov;113.275738955,29.baby.varset.spinozezupaguklozi.mov;113.275775909,29.baby.varset.spinozezupaguklozi.mov;116.951523781,30.baby.varset.kosiperaprati.mov;116.951548815,30.baby.varset.kosiperaprati.mov;119.917051792,31.baby.varset.spinozefamapju.mov;119.917076826,31.baby.varset.spinozefamapju.mov;122.819265842,32.baby.varset.kosikadroprati.mov;122.819290876,32.baby.varset.kosikadroprati.mov;125.810970783,33.baby.varset.dazupapju.mov;125.810994864,33.baby.varset.dazupapju.mov;129.130272865,34.baby.varset.kosifamaguklozi.mov;129.130297899,34.baby.varset.kosifamaguklozi.mov;133.212756872,35.baby.varset.spinozeperaguklozi.mov;133.212778807
