look_record,40.2299849987,47.1359140873,47.3873970509,52.6239621639,53.1074280739,60.1477751732,60.4219610691,65.5889251232,65.884770155,72.4197480679,72.663184166,80.4041199684,80.7234721184,90.5131189823,90.7937660217,96.1072809696,96.3083920479,101.179789066,101.363487005,107.681781054,112.55185914,118.601611137,119.195330143,125.430495977,125.77949214,131.331947088,134.746315956,138.75912118,145.814599991,149.292582035
stimuli_record,0.baby.varset.kosifamapju.mov;36.3781650066,0.baby.varset.kosifamapju.mov;39.2067990303,1.baby.varset.kosizupaguklozi.mov;39.206815958,1.baby.varset.kosizupaguklozi.mov;41.9899289608,2.baby.varset.kosiperapju.mov;41.989962101,2.baby.varset.kosiperapju.mov;44.5935661793,3.baby.varset.kosizupaguklozi.mov;44.5935890675,3.baby.varset.kosizupaguklozi.mov;47.8895661831,4.baby.varset.daperaprati.mov;47.889605999,4.baby.varset.daperaprati.mov;50.4631891251,5.baby.varset.kosifamapju.mov;50.4632229805,5.baby.varset.kosifamapju.mov;53.0717861652,6.baby.varset.dazupaprati.mov;53.0718050003,6.baby.varset.dazupaprati.mov;55.6478040218,7.baby.varset.spinozekadroguklozi.mov;55.6478259563,7.baby.varset.spinozekadroguklozi.mov;59.4388480186,8.baby.varset.kosifamaprati.mov;59.4388670921,8.baby.varset.kosifamaprati.mov;62.3625230789,9.baby.varset.spinozeperapju.mov;62.3625531197,9.baby.varset.spinozeperapju.mov;65.2286911011,10.baby.varset.dakadroprati.mov;65.2287101746,10.baby.varset.dakadroprati.mov;67.8989071846,11.baby.varset.kosiperapju.mov;67.8989310265,11.baby.varset.kosiperapju.mov;70.4980511665,12.baby.varset.spinozekadroguklozi.mov;70.4980700016,12.baby.varset.spinozekadroguklozi.mov;73.0925650597,13.baby.varset.kosizupapju.mov;73.0926101208,13.baby.varset.kosizupapju.mov;75.716686964,14.baby.varset.dafamaguklozi.mov;75.716709137,14.baby.varset.dafamaguklozi.mov;78.6616899967,15.baby.varset.spinozekadroprati.mov;78.661714077,15.baby.varset.spinozekadroprati.mov;82.1159641743,16.baby.varset.dafamaguklozi.mov;82.1159830093,16.baby.varset.dafamaguklozi.mov;85.0412530899,17.baby.varset.spinozezupapju.mov;85.0412759781,17.baby.varset.spinozezupapju.mov;88.0883321762,18.baby.varset.dazupaprati.mov;88.0883719921,18.baby.varset.dazupaprati.mov;90.6953401566,19.baby.varset.spinozezupaguklozi.mov;90.6953580379,19.baby.varset.spinozezupaguklozi.mov;94.3647251129,20.baby.varset.kosizupapju.mov;94.3647429943,20.baby.varset.kosizupapju.mov;96.9544520378,21.baby.varset.spinozefamaguklozi.mov;96.954485178,21.baby.varset.spinozefamaguklozi.mov;100.635996103,22.baby.varset.kosikadroprati.mov;100.636015177,22.baby.varset.kosikadroprati.mov;103.662212133,23.baby.varset.daperapju.mov;103.662230015,23.baby.varset.daperapju.mov;105.877814054,24.baby.varset.spinozekadroguklozi.mov;105.877851009,24.baby.varset.spinozekadroguklozi.mov;109.643476963,25.baby.varset.kosizupaprati.mov;109.643496037,25.baby.varset.kosizupaprati.mov;112.593532085,26.baby.varset.spinozefamapju.mov;112.593567133,26.baby.varset.spinozefamapju.mov;115.644410133,27.baby.varset.kosikadroguklozi.mov;115.644427061,27.baby.varset.kosikadroguklozi.mov;118.995346069,28.baby.varset.daperapju.mov;118.995368958,28.baby.varset.daperapju.mov;121.244112015,29.baby.varset.spinozezupaguklozi.mov;121.244133949,29.baby.varset.spinozezupaguklozi.mov;124.907246113,30.baby.varset.kosiperaprati.mov;124.907269955,30.baby.varset.kosiperaprati.mov;127.858222961,31.baby.varset.spinozefamapju.mov;127.858329058,31.baby.varset.spinozefamapju.mov;130.771536112,32.baby.varset.kosikadroprati.mov;130.771558046,32.baby.varset.kosikadroprati.mov;133.776420116,33.baby.varset.dazupapju.mov;133.776442051,33.baby.varset.dazupapju.mov;136.026556015,34.baby.varset.kosifamaguklozi.mov;136.02657795
