look_record,68.9591138363,101.189818859,101.422143936,128.36679697,128.963463783,141.176394939,141.640166998,155.65946579,156.637378931,165.188264847,166.497099876,179.323008776,186.631230831,221.761702776,228.407387972,246.303575993,250.595576763,266.503985882,268.575306892,273.961396933
stimuli_record,0.baby.varset.kosifamapju.mov;67.50274086,0.baby.varset.kosifamapju.mov;70.1019818783,1.baby.varset.kosizupaguklozi.mov;70.1019937992,1.baby.varset.kosizupaguklozi.mov;72.8859257698,2.baby.varset.kosiperapju.mov;72.8859369755,2.baby.varset.kosiperapju.mov;75.4876539707,3.baby.varset.kosizupaguklozi.mov;75.4876658916,3.baby.varset.kosizupaguklozi.mov;78.7685718536,4.baby.varset.daperaprati.mov;78.7685837746,4.baby.varset.daperaprati.mov;81.3372747898,5.baby.varset.kosifamapju.mov;81.3372869492,5.baby.varset.kosifamapju.mov;83.9389688969,6.baby.varset.dazupaprati.mov;83.9389817715,6.baby.varset.dazupaprati.mov;86.5240738392,7.baby.varset.spinozekadroguklozi.mov;86.5240859985,7.baby.varset.spinozekadroguklozi.mov;90.3022987843,8.baby.varset.kosifamaprati.mov;90.3023109436,8.baby.varset.kosifamaprati.mov;93.2519469261,9.baby.varset.spinozeperapju.mov;93.2519578934,9.baby.varset.spinozeperapju.mov;96.1518409252,10.baby.varset.dakadroprati.mov;96.1518528461,10.baby.varset.dakadroprati.mov;98.8363749981,11.baby.varset.kosiperapju.mov;98.836386919,11.baby.varset.kosiperapju.mov;101.405001879,12.baby.varset.spinozekadroguklozi.mov;101.4050138,12.baby.varset.spinozekadroguklozi.mov;103.990059853,13.baby.varset.kosizupapju.mov;103.990072966,13.baby.varset.kosizupapju.mov;106.558604956,14.baby.varset.dafamaguklozi.mov;106.558615923,14.baby.varset.dafamaguklozi.mov;109.491709948,15.baby.varset.spinozekadroprati.mov;109.491721869,15.baby.varset.spinozekadroprati.mov;112.938522816,16.baby.varset.dafamaguklozi.mov;112.938535929,16.baby.varset.dafamaguklozi.mov;115.855041981,17.baby.varset.spinozezupapju.mov;115.855053902,17.baby.varset.spinozezupapju.mov;118.88761282,18.baby.varset.dazupaprati.mov;118.887626886,18.baby.varset.dazupaprati.mov;121.456131935,19.baby.varset.spinozezupaguklozi.mov;121.456143856,19.baby.varset.spinozezupaguklozi.mov;125.151511908,20.baby.varset.kosizupapju.mov;125.151523829,20.baby.varset.kosizupapju.mov;127.753087997,21.baby.varset.spinozefamaguklozi.mov;127.753098965,21.baby.varset.spinozefamaguklozi.mov;131.465105772,22.baby.varset.kosikadroprati.mov;131.465116978,22.baby.varset.kosikadroprati.mov;134.483665943,23.baby.varset.daperapju.mov;134.483677864,23.baby.varset.daperapju.mov;136.734776974,24.baby.varset.spinozekadroguklozi.mov;136.734788895,24.baby.varset.spinozekadroguklozi.mov;140.49632597,25.baby.varset.kosizupaprati.mov;140.496337891,25.baby.varset.kosizupaprati.mov;143.445981979,26.baby.varset.spinozefamapju.mov;143.4459939,26.baby.varset.spinozefamapju.mov;146.462039948,27.baby.varset.kosikadroguklozi.mov;146.462051868,27.baby.varset.kosikadroguklozi.mov;149.809340954,28.baby.varset.daperapju.mov;149.809352875,28.baby.varset.daperapju.mov;152.079525948,29.baby.varset.spinozezupaguklozi.mov;152.079532862,29.baby.varset.spinozezupaguklozi.mov;155.791565895,30.baby.varset.kosiperaprati.mov;155.79157877,30.baby.varset.kosiperaprati.mov;158.694993973,31.baby.varset.spinozefamapju.mov;158.695005894,31.baby.varset.spinozefamapju.mov;161.64108777,32.baby.varset.kosikadroprati.mov;161.641094923,32.baby.varset.kosikadroprati.mov;164.673673868,33.baby.varset.dazupapju.mov;164.673686981,33.baby.varset.dazupapju.mov;166.943959951,34.baby.varset.kosifamaguklozi.mov;166.943972826,34.baby.varset.kosifamaguklozi.mov;170.241532803,35.baby.varset.spinozeperaguklozi.mov;170.24154377,35.baby.varset.spinozeperaguklozi.mov;173.936950922,36.baby.varset.dafamaguklozi.mov;173.936963797,36.baby.varset.dafamaguklozi.mov;176.88655591,37.baby.varset.spinozezupaguklozi.mov;176.886563778,37.baby.varset.spinozezupaguklozi.mov;180.565358877,38.baby.varset.dakadropju.mov;180.565366983,38.baby.varset.dakadropju.mov;182.901910782,39.baby.varset.spinozezupaprati.mov;182.901918888,39.baby.varset.spinozezupaprati.mov;186.200089931,40.baby.varset.kosiperaguklozi.mov;186.200099945,40.baby.varset.kosiperaguklozi.mov;189.480663776,41.baby.varset.spinozefamaprati.mov;189.480675936,41.baby.varset.spinozefamaprati.mov;192.828099966,42.baby.varset.kosikadroguklozi.mov;192.828108788,42.baby.varset.kosikadroguklozi.mov;196.192014933,43.baby.varset.spinozefamapju.mov;196.192023993,43.baby.varset.spinozefamapju.mov;199.224590778,44.baby.varset.dazupaguklozi.mov;199.224605799,44.baby.varset.dazupaguklozi.mov;202.157649994,45.baby.varset.spinozeperapju.mov;202.157658815,45.baby.varset.spinozeperapju.mov;205.157038927,46.baby.varset.dakadroprati.mov;205.157050848,46.baby.varset.dakadroprati.mov;207.841573954,47.baby.varset.spinozefamaguklozi.mov;207.841585875,47.baby.varset.spinozefamaguklozi.mov;211.536916971,48.baby.varset.daperapju.mov;211.536926985,48.baby.varset.daperapju.mov;213.773999929,49.baby.varset.spinozefamaguklozi.mov;213.774009943,49.baby.varset.spinozefamaguklozi.mov;217.4859519,50.baby.varset.kosikadropju.mov;217.485961914,50.baby.varset.kosikadropju.mov;220.153761864,51.baby.varset.dafamaprati.mov;220.153771877,51.baby.varset.dafamaprati.mov;222.722453833,52.baby.varset.dakadropju.mov;222.722462893,52.baby.varset.dakadropju.mov;225.042424917,53.baby.varset.daperaguklozi.mov;225.042433977,53.baby.varset.daperaguklozi.mov;227.992012978,54.baby.varset.dafamaprati.mov;227.992020845,54.baby.varset.dafamaprati.mov;230.577174902,55.baby.varset.spinozekadropju.mov;230.577183962,55.baby.varset.spinozekadropju.mov;233.675950766,56.baby.varset.dazupaguklozi.mov;233.675959826,56.baby.varset.dazupaguklozi.mov;236.592507839,57.baby.varset.spinozekadroprati.mov;236.592517853,57.baby.varset.spinozekadroprati.mov;240.039300919,58.baby.varset.dazupaguklozi.mov;240.039310932,58.baby.varset.dazupaguklozi.mov;242.939261913,59.baby.varset.spinozekadroprati.mov;242.939271927,59.baby.varset.spinozekadroprati.mov;246.38606286,60.baby.varset.kosiperapju.mov;246.386072874,60.baby.varset.kosiperapju.mov;248.987746954,61.baby.varset.spinozefamaprati.mov;248.987756968,61.baby.varset.spinozefamaprati.mov;252.318520784,62.baby.varset.dakadropju.mov;252.318530798,62.baby.varset.dakadropju.mov;254.655058861,63.baby.varset.kosiperaguklozi.mov;254.655068874,63.baby.varset.kosiperaguklozi.mov;257.936166763,64.baby.varset.dafamaprati.mov;257.936176777,64.baby.varset.dafamaprati.mov;260.454997778,65.baby.varset.kosikadropju.mov;260.455008984,65.baby.varset.kosikadropju.mov;263.736085892,66.baby.varset.spinozeperaprati.mov;263.736095905
