look_record,29.2170319557,74.4614460468,79.6200709343,81.022518158,83.6772379875,85.1796541214,86.3484270573,87.4002230167,89.3703799248,91.0566079617,101.190623045,112.943971157,113.762014151,117.001026154,120.690540075,125.202069044,125.716022968,126.070091009,126.784583092,127.268763065,128.571047068,129.275578976,131.092065096,133.279066086,133.295779943,133.362648964,138.454833031,142.548542976,146.819103003,150.174766064,156.302080154,163.046846151,168.456288099,172.913591146,175.251307011,177.95593214,178.039329052,178.877604961,184.136732101,187.071481943
stimuli_record,0.baby.varset.kosifamapju.mov;24.1648609638,0.baby.varset.kosifamapju.mov;26.7790279388,1.baby.varset.kosizupaguklozi.mov;26.7790400982,1.baby.varset.kosizupaguklozi.mov;29.5671401024,2.baby.varset.kosiperapju.mov;29.567152977,2.baby.varset.kosiperapju.mov;32.1716339588,3.baby.varset.kosizupaguklozi.mov;32.1716470718,3.baby.varset.kosizupaguklozi.mov;35.4271199703,4.baby.varset.daperaprati.mov;35.4271321297,4.baby.varset.daperaprati.mov;38.0317080021,5.baby.varset.kosifamapju.mov;38.031719923,5.baby.varset.kosifamapju.mov;40.6194241047,6.baby.varset.dazupaprati.mov;40.6194360256,6.baby.varset.dazupaprati.mov;43.2072300911,7.baby.varset.spinozekadroguklozi.mov;43.207242012,7.baby.varset.spinozekadroguklozi.mov;46.9804210663,8.baby.varset.kosifamaprati.mov;46.9804339409,8.baby.varset.kosifamaprati.mov;49.8854031563,9.baby.varset.spinozeperapju.mov;49.8854150772,9.baby.varset.spinozeperapju.mov;52.773692131,10.baby.varset.dakadroprati.mov;52.773704052,10.baby.varset.dakadroprati.mov;55.4616160393,11.baby.varset.kosiperapju.mov;55.4616291523,11.baby.varset.kosiperapju.mov;58.032736063,12.baby.varset.spinozekadroguklozi.mov;58.0327489376,12.baby.varset.spinozekadroguklozi.mov;60.6371841431,13.baby.varset.kosizupapju.mov;60.6371979713,13.baby.varset.kosizupapju.mov;63.2250230312,14.baby.varset.dafamaguklozi.mov;63.2250349522,14.baby.varset.dafamaguklozi.mov;66.1467139721,15.baby.varset.spinozekadroprati.mov;66.1467261314,15.baby.varset.spinozekadroprati.mov;69.6026761532,16.baby.varset.dafamaguklozi.mov;69.6026880741,16.baby.varset.dafamaguklozi.mov;72.5411150455,17.baby.varset.spinozezupapju.mov;72.5411269665,17.baby.varset.spinozezupapju.mov;75.5461001396,18.baby.varset.dazupaprati.mov;75.5461149216,18.baby.varset.dazupaprati.mov;78.1339621544,19.baby.varset.spinozezupaguklozi.mov;78.1339740753,19.baby.varset.spinozezupaguklozi.mov;81.8570439816,20.baby.varset.kosizupapju.mov;81.8570561409,20.baby.varset.kosizupapju.mov;84.4280149937,21.baby.varset.spinozefamaguklozi.mov;84.4280259609,21.baby.varset.spinozefamaguklozi.mov;88.1177339554,22.baby.varset.kosikadroprati.mov;88.1177449226,22.baby.varset.kosikadroprati.mov;91.1228470802,23.baby.varset.daperapju.mov;91.1228570938,23.baby.varset.daperapju.mov;93.3767049313,24.baby.varset.spinozekadroguklozi.mov;93.3767149448,24.baby.varset.spinozekadroguklozi.mov;97.1499190331,25.baby.varset.kosizupaprati.mov;97.1499290466,25.baby.varset.kosizupaprati.mov;100.104999065,5.baby.words.testitems.zupa.ripped.wav;101.223617077,5.baby.words.testitems.zupa.ripped.wav;116.232669115,4.baby.words.testitems.kadro.ripped.wav;120.723770142,4.baby.words.testitems.kadro.ripped.wav;135.365683079,13.baby.words.testitems.drogu.wav;138.487704039,13.baby.words.testitems.drogu.wav;144.564764977,3.baby.words.testitems.pera.wav;146.852034092,3.baby.words.testitems.pera.wav;152.177868128,2.baby_words_testitems_fama.wav;156.338483095,2.baby_words_testitems_fama.wav;165.049993992,1.baby.words.testitems.dafa.ripped.wav;168.489247084,1.baby.words.testitems.dafa.ripped.wav;174.916908979,16.baby.words.testitems.zeka.ripped.wav;175.284271955,16.baby.words.testitems.zeka.ripped.wav;180.897269011,14.baby.words.testitems.pagu.ripped.wav;184.166221142,14.baby.words.testitems.pagu.ripped.wav;189.074681044
