look_record,596.906904936,615.715129137,619.294528008,622.244117975,622.939944029,627.115823984,633.644904137,647.250004053,648.376934052,659.644927979,660.937854052,663.970373154,667.49980998,685.778134108,689.009489059,694.312325001,700.493083954,713.103640079,716.103136063,724.604236126,724.918967009,728.929548979,729.045256138,730.569689989,735.096954107,738.242285013,742.534178019,743.843539953,753.570598125,755.807719946,763.28116107,769.014961004,774.218758106,779.405041933,779.802731037,780.614598989,787.442253113,795.399734974,802.754023075,809.266122103,814.602478981,819.573337078,825.34059906,829.317350149,835.203683138,841.881608963,842.524775028,843.005309105,847.960160017,852.252058983
stimuli_record,0.baby.varset.kosifamapju.mov;592.290725946,0.baby.varset.kosifamapju.mov;594.917890072,1.baby.varset.kosizupaguklozi.mov;594.917901039,1.baby.varset.kosizupaguklozi.mov;597.718395948,2.baby.varset.kosiperapju.mov;597.718407154,2.baby.varset.kosiperapju.mov;600.303477049,3.baby.varset.kosizupaguklozi.mov;600.30348897,3.baby.varset.kosizupaguklozi.mov;603.567985058,4.baby.varset.daperaprati.mov;603.567996979,4.baby.varset.daperaprati.mov;606.16968894,5.baby.varset.kosifamapju.mov;606.169700146,5.baby.varset.kosifamapju.mov;608.754739046,6.baby.varset.dazupaprati.mov;608.754750013,6.baby.varset.dazupaprati.mov;611.356456995,7.baby.varset.spinozekadroguklozi.mov;611.356467962,7.baby.varset.spinozekadroguklozi.mov;615.101520061,8.baby.varset.kosifamaprati.mov;615.101531982,8.baby.varset.kosifamaprati.mov;618.051118135,9.baby.varset.spinozeperapju.mov;618.051130056,9.baby.varset.spinozeperapju.mov;620.934586048,10.baby.varset.dakadroprati.mov;620.934597969,10.baby.varset.dakadroprati.mov;623.619078159,11.baby.varset.kosiperapju.mov;623.61909008,11.baby.varset.kosiperapju.mov;626.220734119,12.baby.varset.spinozekadroguklozi.mov;626.22074604,12.baby.varset.spinozekadroguklozi.mov;628.789205074,13.baby.varset.kosizupapju.mov;628.789220095,13.baby.varset.kosizupapju.mov;631.39092803,14.baby.varset.dafamaguklozi.mov;631.390939951,14.baby.varset.dafamaguklozi.mov;634.307471991,15.baby.varset.spinozekadroprati.mov;634.30748415,15.baby.varset.spinozekadroprati.mov;637.737653017,16.baby.varset.dafamaguklozi.mov;637.737664938,16.baby.varset.dafamaguklozi.mov;640.670789003,17.baby.varset.spinozezupapju.mov;640.670801163,17.baby.varset.spinozezupapju.mov;643.719901085,18.baby.varset.dazupaprati.mov;643.719915152,18.baby.varset.dazupaprati.mov;646.288393021,19.baby.varset.spinozezupaguklozi.mov;646.288404942,19.baby.varset.spinozezupaguklozi.mov;649.983790159,20.baby.varset.kosizupapju.mov;649.98380208,20.baby.varset.kosizupapju.mov;652.568866968,21.baby.varset.spinozefamaguklozi.mov;652.568877935,21.baby.varset.spinozefamaguklozi.mov;656.247658968,22.baby.varset.kosikadroprati.mov;656.247671127,22.baby.varset.kosikadroprati.mov;659.267012119,23.baby.varset.daperapju.mov;659.26702404,23.baby.varset.daperapju.mov;661.517316103,24.baby.varset.spinozekadroguklozi.mov;661.517328024,24.baby.varset.spinozekadroguklozi.mov;665.295556068,25.baby.varset.kosizupaprati.mov;665.295568943,25.baby.varset.kosizupaprati.mov;668.22863698,26.baby.varset.spinozefamapju.mov;668.228651047,26.baby.varset.spinozefamapju.mov;671.244493008,27.baby.varset.kosikadroguklozi.mov;671.24450016,27.baby.varset.kosikadroguklozi.mov;674.591932058,28.baby.varset.daperapju.mov;674.591944933,28.baby.varset.daperapju.mov;676.829056978,29.baby.varset.spinozezupaguklozi.mov;676.829069138,29.baby.varset.spinozezupaguklozi.mov;680.544592142,30.baby.varset.kosiperaprati.mov;680.544604063,30.baby.varset.kosiperaprati.mov;683.474012136,31.baby.varset.spinozefamapju.mov;683.474024057,31.baby.varset.spinozefamapju.mov;686.39064908,32.baby.varset.kosikadroprati.mov;686.390661955,32.baby.varset.kosikadroprati.mov;689.390026093,33.baby.varset.dazupapju.mov;689.390038967,33.baby.varset.dazupapju.mov;691.64369607,34.baby.varset.kosifamaguklozi.mov;691.643707037,34.baby.varset.kosifamaguklozi.mov;694.891582012,35.baby.varset.spinozeperaguklozi.mov;694.891590118,35.baby.varset.spinozeperaguklozi.mov;698.603517056,36.baby.varset.dafamaguklozi.mov;698.603525162,36.baby.varset.dafamaguklozi.mov;701.539873123,37.baby.varset.spinozezupaguklozi.mov;701.539883137,37.baby.varset.spinozezupaguklozi.mov;705.248543978,38.baby.varset.dakadropju.mov;705.248553038,38.baby.varset.dakadropju.mov;707.552014112,39.baby.varset.spinozezupaprati.mov;707.552029133,39.baby.varset.spinozezupaprati.mov;710.833168983,40.baby.varset.kosiperaguklozi.mov;710.833184004,40.baby.varset.kosiperaguklozi.mov;714.117478132,41.baby.varset.spinozefamaprati.mov;714.117488146,41.baby.varset.spinozefamaprati.mov;717.46490097,42.baby.varset.kosikadroguklozi.mov;717.464911938,42.baby.varset.kosikadroguklozi.mov;720.808938026,43.baby.varset.spinozefamapju.mov;720.808956146,43.baby.varset.spinozefamapju.mov;723.795127153,44.baby.varset.dazupaguklozi.mov;723.795136929,44.baby.varset.dazupaguklozi.mov;726.741352081,45.baby.varset.spinozeperapju.mov;726.741362095,45.baby.varset.spinozeperapju.mov;729.757354021,46.baby.varset.dakadroprati.mov;729.757365942,46.baby.varset.dakadroprati.mov;732.425282001,47.baby.varset.spinozefamaguklozi.mov;732.425292969,47.baby.varset.spinozefamaguklozi.mov;736.120692015,48.baby.varset.daperapju.mov;736.120702982,48.baby.varset.daperapju.mov;738.374384165,49.baby.varset.spinozefamaguklozi.mov;738.37439394,49.baby.varset.spinozefamaguklozi.mov;742.06972003,50.baby.varset.kosikadropju.mov;742.069728136,50.baby.varset.kosikadropju.mov;744.754349947,51.baby.varset.dafamaprati.mov;744.754361153,51.baby.varset.dafamaprati.mov;747.322839975,52.baby.varset.dakadropju.mov;747.322849035,52.baby.varset.dakadropju.mov;749.642754078,53.baby.varset.daperaguklozi.mov;749.642763138,53.baby.varset.daperaguklozi.mov;752.559324026,54.baby.varset.dafamaprati.mov;752.559333086,54.baby.varset.dafamaprati.mov;755.144448996,55.baby.varset.spinozekadropju.mov;755.144459009,55.baby.varset.spinozekadropju.mov;758.226709127,4.baby.words.testitems.kadro.ripped.wav;763.31412816,4.baby.words.testitems.kadro.ripped.wav;771.019600153,16.baby.words.testitems.zeka.ripped.wav;774.251116037,16.baby.words.testitems.zeka.ripped.wav;782.619553089,5.baby.words.testitems.zupa.ripped.wav;787.474920988,5.baby.words.testitems.zupa.ripped.wav;797.404338121,2.baby_words_testitems_fama.wav;802.786710978,2.baby_words_testitems_fama.wav;811.271147013,13.baby.words.testitems.drogu.wav;814.635143042,13.baby.words.testitems.drogu.wav;821.578385115,1.baby.words.testitems.dafa.ripped.wav;825.373281956,1.baby.words.testitems.dafa.ripped.wav;831.322263956,3.baby.words.testitems.pera.wav;835.23645401,3.baby.words.testitems.pera.wav;845.010093927,14.baby.words.testitems.pagu.ripped.wav;847.992947102,14.baby.words.testitems.pagu.ripped.wav;854.25680995
