look_record,19.7483820915,54.2329142094,54.3491091728,60.0329840183,71.5667431355,75.8087611198,87.8062620163,97.0362460613,102.969125032,107.492710114,114.936754227,116.441130161,117.61780715,119.954235077,120.7662251,123.732437134,134.503880024,140.386501074,145.043205023,148.523097038,154.989224195,162.426281214,167.629665136,172.799748182,179.809370995,183.869233131
stimuli_record,0.baby.varset.kosifamapju.mov;18.8368592262,0.baby.varset.kosifamapju.mov;21.4217131138,1.baby.varset.kosizupaguklozi.mov;21.4217250347,1.baby.varset.kosizupaguklozi.mov;24.2056581974,2.baby.varset.kosiperapju.mov;24.2056701183,2.baby.varset.kosiperapju.mov;26.7742102146,3.baby.varset.kosizupaguklozi.mov;26.7742221355,3.baby.varset.kosizupaguklozi.mov;30.071857214,4.baby.varset.daperaprati.mov;30.0718691349,4.baby.varset.daperaprati.mov;32.6238350868,5.baby.varset.kosifamapju.mov;32.6238481998,5.baby.varset.kosifamapju.mov;35.1922800541,6.baby.varset.dazupaprati.mov;35.1922881603,6.baby.varset.dazupaprati.mov;37.7774271965,7.baby.varset.spinozekadroguklozi.mov;37.7774391174,7.baby.varset.spinozekadroguklozi.mov;41.5391302109,8.baby.varset.kosifamaprati.mov;41.5391430855,8.baby.varset.kosifamaprati.mov;44.5053510666,9.baby.varset.spinozeperapju.mov;44.5053641796,9.baby.varset.spinozeperapju.mov;47.3555932045,10.baby.varset.dakadroprati.mov;47.3556060791,10.baby.varset.dakadroprati.mov;50.0235500336,11.baby.varset.kosiperapju.mov;50.0235621929,11.baby.varset.kosiperapju.mov;52.6417841911,12.baby.varset.spinozekadroguklozi.mov;52.6417961121,12.baby.varset.spinozekadroguklozi.mov;55.2268722057,13.baby.varset.kosizupapju.mov;55.2269361019,13.baby.varset.kosizupapju.mov;57.8450901508,14.baby.varset.dafamaguklozi.mov;57.8451030254,14.baby.varset.dafamaguklozi.mov;60.7782530785,15.baby.varset.spinozekadroprati.mov;60.7782661915,15.baby.varset.spinozekadroprati.mov;64.2581460476,16.baby.varset.dafamaguklozi.mov;64.2581582069,16.baby.varset.dafamaguklozi.mov;67.1912472248,17.baby.varset.spinozezupapju.mov;67.1912600994,17.baby.varset.spinozezupapju.mov;70.2403731346,18.baby.varset.dazupaprati.mov;70.2403860092,18.baby.varset.dazupaprati.mov;72.8421862125,19.baby.varset.spinozezupaguklozi.mov;72.8421981335,19.baby.varset.spinozezupaguklozi.mov;76.5539991856,20.baby.varset.kosizupapju.mov;76.5540120602,20.baby.varset.kosizupapju.mov;79.1391131878,21.baby.varset.spinozefamaguklozi.mov;79.139124155,21.baby.varset.spinozefamaguklozi.mov;82.817854166,2.baby_words_testitems_fama.wav;87.8389501572,2.baby_words_testitems_fama.wav;99.0410411358,1.baby.words.testitems.dafa.ripped.wav;103.001577139,1.baby.words.testitems.dafa.ripped.wav;109.497476101,5.baby.words.testitems.zupa.ripped.wav;114.969377041,5.baby.words.testitems.zupa.ripped.wav;125.737224102,4.baby.words.testitems.kadro.ripped.wav;134.536549091,4.baby.words.testitems.kadro.ripped.wav;142.391277075,14.baby.words.testitems.pagu.ripped.wav;145.075793028,14.baby.words.testitems.pagu.ripped.wav;150.527688026,13.baby.words.testitems.drogu.wav;155.021865129,13.baby.words.testitems.drogu.wav;164.430981159,3.baby.words.testitems.pera.wav;167.662347078,3.baby.words.testitems.pera.wav;174.804491043,16.baby.words.testitems.zeka.ripped.wav;179.842138052,16.baby.words.testitems.zeka.ripped.wav;185.874068022
