look_record,276.091766119,279.831295013,281.50109911,289.765279055,300.416853189,303.689167023,304.206773043,317.713489056,323.590165138,325.944051981,329.082870007,330.819163084,332.154785156,332.839267969,339.968028069,343.006898165,359.485285044,364.627040148,370.971484184,375.045263052,380.788417101,383.00883913,388.601775169,391.423158169,393.426539183,395.313188076,396.815846205,399.871078014,407.1001091,410.706501007,412.793456078,416.015599012,417.6683321,417.968918085,422.810610056,426.349930048
stimuli_record,0.baby.varset.kosifamapju.mov;272.448027134,0.baby.varset.kosifamapju.mov;275.022660971,1.baby.varset.kosizupaguklozi.mov;275.02267313,1.baby.varset.kosizupaguklozi.mov;277.844294071,2.baby.varset.kosiperapju.mov;277.844305992,2.baby.varset.kosiperapju.mov;280.41527319,3.baby.varset.kosizupaguklozi.mov;280.415286064,3.baby.varset.kosizupaguklozi.mov;283.687623978,4.baby.varset.daperaprati.mov;283.687637091,4.baby.varset.daperaprati.mov;286.275453091,5.baby.varset.kosifamapju.mov;286.275465012,5.baby.varset.kosifamapju.mov;288.846543074,6.baby.varset.dazupaprati.mov;288.846554995,6.baby.varset.dazupaprati.mov;291.434336185,7.baby.varset.spinozekadroguklozi.mov;291.434348106,7.baby.varset.spinozekadroguklozi.mov;295.207489014,8.baby.varset.kosifamaprati.mov;295.207501173,8.baby.varset.kosifamaprati.mov;298.162531137,9.baby.varset.spinozeperapju.mov;298.162544012,9.baby.varset.spinozeperapju.mov;301.034176111,10.baby.varset.dakadroprati.mov;301.034188986,10.baby.varset.dakadroprati.mov;303.705376148,11.baby.varset.kosiperapju.mov;303.705388069,11.baby.varset.kosiperapju.mov;306.276458979,12.baby.varset.spinozekadroguklozi.mov;306.276471138,12.baby.varset.spinozekadroguklozi.mov;308.880988121,13.baby.varset.kosizupapju.mov;308.881002188,13.baby.varset.kosizupapju.mov;311.45202899,14.baby.varset.dafamaguklozi.mov;311.452041149,14.baby.varset.dafamaguklozi.mov;314.373715162,15.baby.varset.spinozekadroprati.mov;314.373727083,15.baby.varset.spinozekadroprati.mov;317.812985182,16.baby.varset.dafamaguklozi.mov;317.812997103,16.baby.varset.dafamaguklozi.mov;320.768076181,17.baby.varset.spinozezupapju.mov;320.768087149,17.baby.varset.spinozezupapju.mov;323.773203135,18.baby.varset.dazupaprati.mov;323.773218155,18.baby.varset.dazupaprati.mov;326.361000061,19.baby.varset.spinozezupaguklozi.mov;326.361013174,19.baby.varset.spinozezupaguklozi.mov;330.067407131,20.baby.varset.kosizupapju.mov;330.067419052,20.baby.varset.kosizupapju.mov;332.638442039,21.baby.varset.spinozefamaguklozi.mov;332.638454199,21.baby.varset.spinozefamaguklozi.mov;336.328006029,22.baby.varset.kosikadroprati.mov;336.328013182,22.baby.varset.kosikadroprati.mov;339.316627026,23.baby.varset.daperapju.mov;339.316639185,23.baby.varset.daperapju.mov;341.570461035,24.baby.varset.spinozekadroguklozi.mov;341.570473194,24.baby.varset.spinozekadroguklozi.mov;345.343659163,25.baby.varset.kosizupaprati.mov;345.343671083,25.baby.varset.kosizupaprati.mov;348.265319109,26.baby.varset.spinozefamapju.mov;348.26533103,26.baby.varset.spinozefamapju.mov;351.320451021,27.baby.varset.kosikadroguklozi.mov;351.320458174,27.baby.varset.kosikadroguklozi.mov;354.676243067,5.baby.words.testitems.zupa.ripped.wav;359.518036127,5.baby.words.testitems.zupa.ripped.wav;366.630182981,14.baby.words.testitems.pagu.ripped.wav;371.004441023,14.baby.words.testitems.pagu.ripped.wav;377.04817915,2.baby_words_testitems_fama.wav;380.821249008,2.baby_words_testitems_fama.wav;385.011834145,13.baby.words.testitems.drogu.wav;388.634684086,13.baby.words.testitems.drogu.wav;393.426269054,16.baby.words.testitems.zeka.ripped.wav;393.459702969,16.baby.words.testitems.zeka.ripped.wav;401.874166012,4.baby.words.testitems.kadro.ripped.wav;407.133237123,4.baby.words.testitems.kadro.ripped.wav;412.709536076,1.baby.words.testitems.dafa.ripped.wav;412.826446056,1.baby.words.testitems.dafa.ripped.wav;419.971971989,3.baby.words.testitems.pera.wav;422.84355402,3.baby.words.testitems.pera.wav;428.353128195
