look_record,282.103046179,300.960887194,301.425041199,320.863134146,328.800717115,340.980893135,346.134215117,347.426877975,349.332035065,358.032001972,359.573197126,363.119580984,366.002891064,385.291916132,389.898488998,394.37290597,394.836760044,406.522766113,413.727825165,425.659172058,434.309440136,441.53769207,458.022801161,465.811177015,470.533882141,477.410826206,483.443089008,485.613700151,487.105123997,489.971978188,491.993859053,508.266856194,510.68584013,516.320289135,519.568011045,524.639010191,530.372704983,534.598316193,537.912523031,546.380388021
stimuli_record,0.baby.varset.kosifamapju.mov;275.324669123,0.baby.varset.kosifamapju.mov;277.926545143,1.baby.varset.kosizupaguklozi.mov;277.926558018,1.baby.varset.kosizupaguklozi.mov;280.727169991,2.baby.varset.kosiperapju.mov;280.72718215,2.baby.varset.kosiperapju.mov;283.312268972,3.baby.varset.kosizupaguklozi.mov;283.312281132,3.baby.varset.kosizupaguklozi.mov;286.62649107,4.baby.varset.daperaprati.mov;286.626502991,4.baby.varset.daperaprati.mov;289.228159189,5.baby.varset.kosifamapju.mov;289.22817111,5.baby.varset.kosifamapju.mov;291.813235998,6.baby.varset.dazupaprati.mov;291.813249111,6.baby.varset.dazupaprati.mov;294.39833498,7.baby.varset.spinozekadroguklozi.mov;294.398348093,7.baby.varset.spinozekadroguklozi.mov;298.17662406,8.baby.varset.kosifamaprati.mov;298.176635981,8.baby.varset.kosifamaprati.mov;301.126344204,9.baby.varset.spinozeperapju.mov;301.126357079,9.baby.varset.spinozeperapju.mov;304.026172161,10.baby.varset.dakadroprati.mov;304.026185036,10.baby.varset.dakadroprati.mov;306.710723162,11.baby.varset.kosiperapju.mov;306.710735083,11.baby.varset.kosiperapju.mov;309.295840979,12.baby.varset.spinozekadroguklozi.mov;309.295853138,12.baby.varset.spinozekadroguklozi.mov;311.880963087,13.baby.varset.kosizupapju.mov;311.880977154,13.baby.varset.kosizupapju.mov;314.499195099,14.baby.varset.dafamaguklozi.mov;314.49920702,14.baby.varset.dafamaguklozi.mov;317.465496063,15.baby.varset.spinozekadroprati.mov;317.465507984,15.baby.varset.spinozekadroprati.mov;320.928860188,16.baby.varset.dafamaguklozi.mov;320.928872108,16.baby.varset.dafamaguklozi.mov;323.878465176,17.baby.varset.spinozezupapju.mov;323.878473043,17.baby.varset.spinozezupapju.mov;326.927522182,18.baby.varset.dazupaprati.mov;326.927537203,18.baby.varset.dazupaprati.mov;329.496155024,19.baby.varset.spinozezupaguklozi.mov;329.496167183,19.baby.varset.spinozezupaguklozi.mov;333.19167304,20.baby.varset.kosizupapju.mov;333.1916852,20.baby.varset.kosizupapju.mov;335.776545048,21.baby.varset.spinozefamaguklozi.mov;335.776557207,21.baby.varset.spinozefamaguklozi.mov;339.47203517,22.baby.varset.kosikadroprati.mov;339.472047091,22.baby.varset.kosikadroprati.mov;342.454799175,23.baby.varset.daperapju.mov;342.45481205,23.baby.varset.daperapju.mov;344.72498107,24.baby.varset.spinozekadroguklozi.mov;344.72499299,24.baby.varset.spinozekadroguklozi.mov;348.470174074,25.baby.varset.kosizupaprati.mov;348.470187187,25.baby.varset.kosizupaprati.mov;351.419762135,26.baby.varset.spinozefamapju.mov;351.419774055,26.baby.varset.spinozefamapju.mov;354.452310085,27.baby.varset.kosikadroguklozi.mov;354.452318192,27.baby.varset.kosikadroguklozi.mov;357.799669981,28.baby.varset.daperapju.mov;357.799683094,28.baby.varset.daperapju.mov;360.070013046,29.baby.varset.spinozezupaguklozi.mov;360.070026159,29.baby.varset.spinozezupaguklozi.mov;363.765325069,30.baby.varset.kosiperaprati.mov;363.76533699,30.baby.varset.kosiperaprati.mov;366.665325165,31.baby.varset.spinozefamapju.mov;366.665338039,31.baby.varset.spinozefamapju.mov;369.581845045,32.baby.varset.kosikadroprati.mov;369.581859112,32.baby.varset.kosikadroprati.mov;372.581138134,33.baby.varset.dazupapju.mov;372.581146002,33.baby.varset.dazupapju.mov;374.834869146,34.baby.varset.kosifamaguklozi.mov;374.834882021,34.baby.varset.kosifamaguklozi.mov;378.11669898,35.baby.varset.spinozeperaguklozi.mov;378.11670804,35.baby.varset.spinozeperaguklozi.mov;381.827867985,36.baby.varset.dafamaguklozi.mov;381.827877045,36.baby.varset.dafamaguklozi.mov;384.761548042,37.baby.varset.spinozezupaguklozi.mov;384.761557102,37.baby.varset.spinozezupaguklozi.mov;388.439908028,38.baby.varset.dakadropju.mov;388.439920187,38.baby.varset.dakadropju.mov;390.776339054,39.baby.varset.spinozezupaprati.mov;390.776348114,39.baby.varset.spinozezupaprati.mov;394.074084044,40.baby.varset.kosiperaguklozi.mov;394.074097157,40.baby.varset.kosiperaguklozi.mov;397.355116129,41.baby.varset.spinozefamaprati.mov;397.355126143,41.baby.varset.spinozefamaprati.mov;400.719056129,42.baby.varset.kosikadroguklozi.mov;400.719065189,42.baby.varset.kosikadroguklozi.mov;404.082964182,43.baby.varset.spinozefamapju.mov;404.082976103,43.baby.varset.spinozefamapju.mov;407.098921061,44.baby.varset.dazupaguklozi.mov;407.098931074,44.baby.varset.dazupaguklozi.mov;409.99894619,45.baby.varset.spinozeperapju.mov;409.998960018,45.baby.varset.spinozeperapju.mov;412.99834919,46.baby.varset.dakadroprati.mov;412.998359203,46.baby.varset.dakadroprati.mov;415.666306973,47.baby.varset.spinozefamaguklozi.mov;415.666318178,47.baby.varset.spinozefamaguklozi.mov;419.34840107,48.baby.varset.daperapju.mov;419.348412991,48.baby.varset.daperapju.mov;421.631949186,49.baby.varset.spinozefamaguklozi.mov;421.6319592,49.baby.varset.spinozefamaguklozi.mov;425.294201136,50.baby.varset.kosikadropju.mov;425.294210196,50.baby.varset.kosikadropju.mov;427.978725195,51.baby.varset.dafamaprati.mov;427.978737116,51.baby.varset.dafamaprati.mov;430.563827038,52.baby.varset.dakadropju.mov;430.563837051,52.baby.varset.dakadropju.mov;432.883790016,53.baby.varset.daperaguklozi.mov;432.88380003,53.baby.varset.daperaguklozi.mov;435.800647974,54.baby.varset.dafamaprati.mov;435.80065918,54.baby.varset.dafamaprati.mov;438.40199399,55.baby.varset.spinozekadropju.mov;438.402005196,55.baby.varset.spinozekadropju.mov;441.504194975,56.baby.varset.dazupaguklozi.mov;441.504208088,56.baby.varset.dazupaguklozi.mov;444.4173491,57.baby.varset.spinozekadroprati.mov;444.417359114,57.baby.varset.spinozekadroprati.mov;447.847580194,58.baby.varset.dazupaguklozi.mov;447.847589016,58.baby.varset.dazupaguklozi.mov;450.764127016,59.baby.varset.spinozekadroprati.mov;450.764136076,59.baby.varset.spinozekadroprati.mov;454.210916042,13.baby.words.testitems.drogu.wav;458.072052002,13.baby.words.testitems.drogu.wav;467.815927029,4.baby.words.testitems.kadro.ripped.wav;470.566810131,4.baby.words.testitems.kadro.ripped.wav;479.415801048,16.baby.words.testitems.zeka.ripped.wav;483.475742102,16.baby.words.testitems.zeka.ripped.wav;491.976737976,2.baby_words_testitems_fama.wav;492.026498079,2.baby_words_testitems_fama.wav;506.923866987,14.baby.words.testitems.pagu.ripped.wav;510.718795061,14.baby.words.testitems.pagu.ripped.wav;518.32486701,5.baby.words.testitems.zupa.ripped.wav;519.600895166,5.baby.words.testitems.zupa.ripped.wav;526.643715143,1.baby.words.testitems.dafa.ripped.wav;530.405384064,1.baby.words.testitems.dafa.ripped.wav;536.603026152,3.baby.words.testitems.pera.wav;537.945247173,3.baby.words.testitems.pera.wav;548.385068178
