look_record,2067.95720506,2142.89236498,2147.23391604,2152.7354362,2155.088099,2166.85404801,2168.31188607,2180.87291813,2183.82260609,2186.50759315,2187.86699414,2196.3172462,2197.77563715,2199.598171,2200.41064715,2210.35302806,2211.69544911,2215.22507501,2224.27277017,2225.3334322,2232.77386618,2237.92761517,2239.82036018,2248.08563614,2250.19004011,2255.02894497,2262.15466309,2266.79437208,2268.76622701,2271.16945815,2271.21904206,2276.37250805,2281.79151511,2285.58625913,2291.35314703,2300.64941001,2309.20051503,2314.32079101,2316.62421799,2319.02699304,2326.20241904,2329.897434
stimuli_record,0.baby.varset.kosifamapju.mov;2064.60093904,0.baby.varset.kosifamapju.mov;2067.17789602,1.baby.varset.kosizupaguklozi.mov;2067.17790699,1.baby.varset.kosizupaguklozi.mov;2069.97842002,2.baby.varset.kosiperapju.mov;2069.97843218,2.baby.varset.kosiperapju.mov;2072.56349707,3.baby.varset.kosizupaguklozi.mov;2072.56350899,3.baby.varset.kosizupaguklozi.mov;2075.86115313,4.baby.varset.daperaprati.mov;2075.86116505,4.baby.varset.daperaprati.mov;2078.47942615,5.baby.varset.kosifamapju.mov;2078.47943807,5.baby.varset.kosifamapju.mov;2081.08108711,6.baby.varset.dazupaprati.mov;2081.08109903,6.baby.varset.dazupaprati.mov;2083.68278408,7.baby.varset.spinozekadroguklozi.mov;2083.68279719,7.baby.varset.spinozekadroguklozi.mov;2087.46100211,8.baby.varset.kosifamaprati.mov;2087.46101499,8.baby.varset.kosifamaprati.mov;2090.42724204,9.baby.varset.spinozeperapju.mov;2090.4272542,9.baby.varset.spinozeperapju.mov;2093.31061411,10.baby.varset.dakadroprati.mov;2093.31062508,10.baby.varset.dakadroprati.mov;2095.97857308,11.baby.varset.kosiperapju.mov;2095.978585,11.baby.varset.kosiperapju.mov;2098.58021712,12.baby.varset.spinozekadroguklozi.mov;2098.58022809,12.baby.varset.spinozekadroguklozi.mov;2101.19848299,13.baby.varset.kosizupapju.mov;2101.19849706,13.baby.varset.kosizupapju.mov;2103.7669282,14.baby.varset.dafamaguklozi.mov;2103.76693511,14.baby.varset.dafamaguklozi.mov;2106.73316503,15.baby.varset.spinozekadroprati.mov;2106.73317599,15.baby.varset.spinozekadroprati.mov;2110.19661903,16.baby.varset.dafamaguklozi.mov;2110.19663215,16.baby.varset.dafamaguklozi.mov;2113.12970614,17.baby.varset.spinozezupapju.mov;2113.12971711,17.baby.varset.spinozezupapju.mov;2116.14564919,18.baby.varset.dazupaprati.mov;2116.14566302,18.baby.varset.dazupaprati.mov;2118.73070002,19.baby.varset.spinozezupaguklozi.mov;2118.73070717,19.baby.varset.spinozezupaguklozi.mov;2122.4260602,20.baby.varset.kosizupapju.mov;2122.42607307,20.baby.varset.kosizupapju.mov;2125.01118207,21.baby.varset.spinozefamaguklozi.mov;2125.01119304,21.baby.varset.spinozefamaguklozi.mov;2128.73970509,22.baby.varset.kosikadroprati.mov;2128.73971701,22.baby.varset.kosikadroprati.mov;2131.77243304,23.baby.varset.daperapju.mov;2131.7724452,23.baby.varset.daperapju.mov;2134.05893397,24.baby.varset.spinozekadroguklozi.mov;2134.05894113,24.baby.varset.spinozekadroguklozi.mov;2137.82068515,25.baby.varset.kosizupaprati.mov;2137.82069612,25.baby.varset.kosizupaprati.mov;2140.75367713,26.baby.varset.spinozefamapju.mov;2140.75368309,26.baby.varset.spinozefamapju.mov;2143.80281115,27.baby.varset.kosikadroguklozi.mov;2143.80282211,27.baby.varset.kosikadroguklozi.mov;2147.13370299,28.baby.varset.daperapju.mov;2147.13370919,28.baby.varset.daperapju.mov;2149.40384197,29.baby.varset.spinozezupaguklozi.mov;2149.40385008,29.baby.varset.spinozezupaguklozi.mov;2153.09934902,30.baby.varset.kosiperaprati.mov;2153.09941006,30.baby.varset.kosiperaprati.mov;2156.04886818,31.baby.varset.spinozefamapju.mov;2156.04887414,31.baby.varset.spinozefamapju.mov;2158.96539307,32.baby.varset.kosikadroprati.mov;2158.96539998,32.baby.varset.kosikadroprati.mov;2161.94842005,33.baby.varset.dazupapju.mov;2161.94843197,33.baby.varset.dazupapju.mov;2164.21859407,34.baby.varset.kosifamaguklozi.mov;2164.21861219,34.baby.varset.kosifamaguklozi.mov;2167.4831202,35.baby.varset.spinozeperaguklozi.mov;2167.48313212,35.baby.varset.spinozeperaguklozi.mov;2171.17854905,36.baby.varset.dafamaguklozi.mov;2171.17856312,36.baby.varset.dafamaguklozi.mov;2174.09855199,37.baby.varset.spinozezupaguklozi.mov;2174.09856606,37.baby.varset.spinozezupaguklozi.mov;2177.79027009,38.baby.varset.dakadropju.mov;2177.79027915,38.baby.varset.dakadropju.mov;2180.14349008,39.baby.varset.spinozezupaprati.mov;2180.143502,39.baby.varset.spinozezupaprati.mov;2183.40789604,40.baby.varset.kosiperaguklozi.mov;2183.4079051,40.baby.varset.kosiperaguklozi.mov;2186.68910909,41.baby.varset.spinozefamaprati.mov;2186.68912101,41.baby.varset.spinozefamaprati.mov;2190.03642321,42.baby.varset.kosikadroguklozi.mov;2190.03643608,42.baby.varset.kosikadroguklozi.mov;2193.40033197,43.baby.varset.spinozefamapju.mov;2193.40034103,43.baby.varset.spinozefamapju.mov;2196.39976716,44.baby.varset.dazupaguklozi.mov;2196.39977407,44.baby.varset.dazupaguklozi.mov;2199.316535,45.baby.varset.spinozeperapju.mov;2199.31654811,45.baby.varset.spinozeperapju.mov;2202.34879112,46.baby.varset.dakadroprati.mov;2202.34880114,46.baby.varset.dakadroprati.mov;2205.03672719,47.baby.varset.spinozefamaguklozi.mov;2205.03674006,47.baby.varset.spinozefamaguklozi.mov;2208.76186109,48.baby.varset.daperapju.mov;2208.76187015,48.baby.varset.daperapju.mov;2211.01551318,49.baby.varset.spinozefamaguklozi.mov;2211.01552415,49.baby.varset.spinozefamaguklozi.mov;2214.74401999,50.baby.varset.kosikadropju.mov;2214.74402905,50.baby.varset.kosikadropju.mov;2217.42849207,51.baby.varset.dafamaprati.mov;2217.42850113,51.baby.varset.dafamaprati.mov;2220.03025603,52.baby.varset.dakadropju.mov;2220.03026509,52.baby.varset.dakadropju.mov;2222.35011315,53.baby.varset.daperaguklozi.mov;2222.35012317,53.baby.varset.daperaguklozi.mov;2225.26673698,54.baby.varset.dafamaprati.mov;2225.266747,54.baby.varset.dafamaprati.mov;2227.85184002,55.baby.varset.spinozekadropju.mov;2227.85185099,55.baby.varset.spinozekadropju.mov;2230.93415618,56.baby.varset.dazupaguklozi.mov;2230.93416405,56.baby.varset.dazupaguklozi.mov;2233.85060501,3.baby.words.testitems.pera.wav;2239.84936714,3.baby.words.testitems.pera.wav;2250.09044409,13.baby.words.testitems.drogu.wav;2250.22294712,13.baby.words.testitems.drogu.wav;2257.03376198,14.baby.words.testitems.pagu.ripped.wav;2262.18736506,14.baby.words.testitems.pagu.ripped.wav;2277.18432713,2.baby_words_testitems_fama.wav;2281.8242352,2.baby_words_testitems_fama.wav;2287.59099507,16.baby.words.testitems.zeka.ripped.wav;2291.385813,16.baby.words.testitems.zeka.ripped.wav;2302.65419507,4.baby.words.testitems.kadro.ripped.wav;2309.23295617,4.baby.words.testitems.kadro.ripped.wav;2316.32544708,5.baby.words.testitems.zupa.ripped.wav;2316.65685916,5.baby.words.testitems.zupa.ripped.wav;2321.03167605,1.baby.words.testitems.dafa.ripped.wav;2326.23501801,1.baby.words.testitems.dafa.ripped.wav;2331.90239906
