look_record,226.422672033,236.193536997,243.463051081,244.244701147,253.295695066,264.323366165,267.584820986,270.691434145,274.050085068,278.621809959,282.923527002,284.309318066,289.047940969,289.889907122,291.929170132,299.207504034,300.210037947,308.212015152,312.450132132,316.44624114,327.640754938,330.516520023,332.565549135,337.121754169,345.32160306,350.080871105,374.422762156,391.691116095,394.522356987,410.692578077,414.081727028,430.406103134,432.231694937,437.650531054,443.326601982,452.450900078,458.254132032,465.513929129,465.965126038,467.636831999,468.543421984,473.81233716,478.768033981,483.839954138,485.304928064,488.026414156,489.046250105,491.146623135,497.240926027,501.698143959
stimuli_record,0.baby.varset.kosifamapju.mov;223.272943974,0.baby.varset.kosifamapju.mov;226.314764977,1.baby.varset.kosizupaguklozi.mov;226.314780951,1.baby.varset.kosizupaguklozi.mov;229.098935127,2.baby.varset.kosiperapju.mov;229.098971128,2.baby.varset.kosiperapju.mov;231.683802128,3.baby.varset.kosizupaguklozi.mov;231.683830023,3.baby.varset.kosizupaguklozi.mov;234.952301979,4.baby.varset.daperaprati.mov;234.952334166,4.baby.varset.daperaprati.mov;237.537372112,5.baby.varset.kosifamapju.mov;237.537389994,5.baby.varset.kosifamapju.mov;240.132934093,6.baby.varset.dazupaprati.mov;240.132962942,6.baby.varset.dazupaprati.mov;242.722280979,7.baby.varset.spinozekadroguklozi.mov;242.722303152,7.baby.varset.spinozekadroguklozi.mov;246.482383966,8.baby.varset.kosifamaprati.mov;246.482401133,8.baby.varset.kosifamaprati.mov;249.400768042,9.baby.varset.spinozeperapju.mov;249.400788069,9.baby.varset.spinozeperapju.mov;252.278385162,10.baby.varset.dakadroprati.mov;252.27840209,10.baby.varset.dakadroprati.mov;254.953382015,11.baby.varset.kosiperapju.mov;254.95341301,11.baby.varset.kosiperapju.mov;257.551759958,12.baby.varset.spinozekadroguklozi.mov;257.551780939,12.baby.varset.spinozekadroguklozi.mov;260.149930954,13.baby.varset.kosizupapju.mov;260.149969101,13.baby.varset.kosizupapju.mov;262.729846001,14.baby.varset.dafamaguklozi.mov;262.729872942,14.baby.varset.dafamaguklozi.mov;265.640259981,15.baby.varset.spinozekadroprati.mov;265.640283108,15.baby.varset.spinozekadroprati.mov;269.094650984,16.baby.varset.dafamaguklozi.mov;269.094673157,16.baby.varset.dafamaguklozi.mov;272.015402079,17.baby.varset.spinozezupapju.mov;272.015419006,17.baby.varset.spinozezupapju.mov;275.064666986,18.baby.varset.dazupaprati.mov;275.064689159,18.baby.varset.dazupaprati.mov;277.661288023,19.baby.varset.spinozezupaguklozi.mov;277.661309958,19.baby.varset.spinozezupaguklozi.mov;281.337089062,20.baby.varset.kosizupapju.mov;281.337118149,20.baby.varset.kosizupapju.mov;283.92782712,21.baby.varset.spinozefamaguklozi.mov;283.927845955,21.baby.varset.spinozefamaguklozi.mov;287.617213964,22.baby.varset.kosikadroprati.mov;287.617253065,22.baby.varset.kosikadroprati.mov;290.637366056,23.baby.varset.daperapju.mov;290.637387037,23.baby.varset.daperapju.mov;292.891308069,24.baby.varset.spinozekadroguklozi.mov;292.89132905,24.baby.varset.spinozekadroguklozi.mov;296.667226076,25.baby.varset.kosizupaprati.mov;296.667248964,25.baby.varset.kosizupaprati.mov;299.580038071,26.baby.varset.spinozefamapju.mov;299.580068111,26.baby.varset.spinozefamapju.mov;302.626511097,27.baby.varset.kosikadroguklozi.mov;302.626532078,27.baby.varset.kosikadroguklozi.mov;305.97507,28.baby.varset.daperapju.mov;305.975090981,28.baby.varset.daperapju.mov;308.224138975,29.baby.varset.spinozezupaguklozi.mov;308.224161148,29.baby.varset.spinozezupaguklozi.mov;311.908736944,30.baby.varset.kosiperaprati.mov;311.90875411,30.baby.varset.kosiperaprati.mov;314.848320961,31.baby.varset.spinozefamapju.mov;314.848341942,31.baby.varset.spinozefamapju.mov;317.742357016,32.baby.varset.kosikadroprati.mov;317.742390156,32.baby.varset.kosikadroprati.mov;320.94767499,33.baby.varset.dazupapju.mov;320.947706938,33.baby.varset.dazupapju.mov;325.285246134,34.baby.varset.kosifamaguklozi.mov;325.285266161,34.baby.varset.kosifamaguklozi.mov;330.841473103,35.baby.varset.spinozeperaguklozi.mov;330.841495991,35.baby.varset.spinozeperaguklozi.mov;337.922096014,36.baby.varset.dafamaguklozi.mov;337.922126055,36.baby.varset.dafamaguklozi.mov;344.023977995,37.baby.varset.spinozezupaguklozi.mov;344.023996115,37.baby.varset.spinozezupaguklozi.mov;350.907437086,38.baby.varset.dakadropju.mov;350.90746212,38.baby.varset.dakadropju.mov;356.869110107,39.baby.varset.spinozezupaprati.mov;356.869127035,39.baby.varset.spinozezupaprati.mov;363.919715166,40.baby.varset.kosiperaguklozi.mov;363.919744968,40.baby.varset.kosiperaguklozi.mov;371.019292116,13.baby.words.testitems.drogu.wav;375.256582975,13.baby.words.testitems.drogu.wav;390.250414133,2.baby_words_testitems_fama.wav;394.553846121,2.baby_words_testitems_fama.wav;409.445327044,5.baby.words.testitems.zupa.ripped.wav;414.112115145,5.baby.words.testitems.zupa.ripped.wav;429.116342068,4.baby.words.testitems.kadro.ripped.wav;432.262266159,4.baby.words.testitems.kadro.ripped.wav;439.656638145,16.baby.words.testitems.zeka.ripped.wav;443.358119965,16.baby.words.testitems.zeka.ripped.wav;454.456876993,3.baby.words.testitems.pera.wav;458.287205935,3.baby.words.testitems.pera.wav;473.305667162,1.baby.words.testitems.dafa.ripped.wav;478.80045104,1.baby.words.testitems.dafa.ripped.wav;493.14874506,14.baby.words.testitems.pagu.ripped.wav;497.273209095,14.baby.words.testitems.pagu.ripped.wav;503.71342802
